day,LAD22CD,distance,duration_minutes,user_count
2021-10-12,E09000007,5410.475207452159,28.651111111111113,195
2021-10-12,E09000008,7561.789763862718,35.55875338753387,615
2021-10-12,E09000009,8109.586191561043,36.868494152046786,456
2021-10-12,E09000010,7881.9950260820015,34.827199354318,413
2021-10-12,E09000011,7582.869247607001,36.09082532051282,416
2021-10-12,E09000012,6524.346920192118,37.23572916666667,160
2021-10-12,E09000013,5281.024438870501,32.75360360360361,185
2021-10-12,E09000014,7039.137638665892,37.7914878397711,233
2021-10-12,E09000015,8042.584739964887,32.056064073226544,437
2021-10-12,E09000016,8585.082955422005,32.21456692913386,635
2021-10-12,E09000017,7482.513374921432,30.56986620127981,573
2021-10-12,E09000018,6959.115834160035,31.793632958801496,445
2021-10-12,E09000019,5350.308947317049,31.69596602972399,157
2021-10-12,E09000020,4872.819896237974,31.013396624472573,158
2021-10-12,E09000021,7720.486555445756,36.958856088560886,271
2021-10-12,E09000022,6449.902574203868,34.879405520169854,314
2021-10-12,E09000023,6357.6634202205505,34.3746336996337,364
2021-10-12,E09000024,7716.358117605102,36.70756676557864,337
2021-10-12,E09000025,7956.42335954263,36.7162382176521,389
2021-10-12,E09000026,8834.720526584286,33.15510576221736,457
2021-10-12,E09000027,6559.260807702534,34.716980146290496,319
2021-10-12,E09000028,5951.118191172352,35.717892156862746,340
2021-10-12,E09000029,6311.892593486588,30.633644859813085,428
2021-10-12,E09000030,5701.196740135354,32.91379056047197,226
2021-10-12,E09000031,6625.672185961822,34.582251082251084,385
2021-10-12,E09000032,6749.6647361208115,36.683195211786376,362
2021-10-12,E09000033,4974.677312264736,31.529699842022115,211
2021-10-13,E09000001,9395.19809761405,33.63055555555555,12
2021-10-13,E09000002,8256.771553707984,36.2299649122807,475
2021-10-13,E09000003,8126.268855720883,36.1929810298103,615
2021-10-13,E09000004,7582.602417768927,33.651315789473685,570
2021-10-13,E09000005,6903.971522243634,35.5130289532294,449
2021-10-13,E09000006,8518.209389220194,34.949282888229476,674
2021-10-13,E09000007,4860.7906195462865,31.419948186528497,193
2021-10-13,E09000008,7507.968811004824,35.31196319018405,652
2021-10-13,E09000009,8030.499465401425,35.04037328094302,509
2021-10-13,E09000010,7650.146507418974,33.19600484261501,413
2021-10-13,E09000011,7427.739319243666,38.10636918382914,437
2021-10-13,E09000012,6588.433161019437,38.26450617283951,162
2021-10-13,E09000013,5688.406824840978,34.9547619047619,168
2021-10-13,E09000014,7314.842985804679,39.14235474006116,218
2021-10-13,E09000015,9114.544503224502,34.48289682539683,420
2021-10-13,E09000016,8727.882562695642,33.639081364829394,635
2021-10-13,E09000017,8072.3704839799575,31.901871980676326,552
2021-10-13,E09000018,6894.95358099217,29.965470852017937,446
2021-10-13,E09000019,5828.299439741813,35.74782135076253,153
2021-10-13,E09000020,4808.373845142663,35.51152263374485,162
2021-10-13,E09000021,7228.171040567069,35.76730769230769,312
2021-10-13,E09000022,5986.9625487939065,37.43453093812375,334
2021-10-13,E09000023,6653.92308098874,37.641581632653065,392
2021-10-13,E09000024,7589.784715016066,36.72497753818509,371
2021-10-13,E09000025,7613.237613796801,35.916747181964574,414
2021-10-13,E09000026,8897.15347759928,37.5032037437005,463
2021-10-13,E09000027,6598.044345271721,33.56732723577236,328
2021-10-13,E09000028,5712.481353238594,35.21546052631579,304
2021-10-13,E09000029,6465.570168956882,31.180381165919282,446
2021-10-13,E09000030,5292.383916905916,32.658454106280196,207
2021-10-13,E09000031,6723.524668041145,35.324590869939705,387
2021-10-13,E09000032,6920.994068963084,37.21156914893617,376
2021-10-13,E09000033,5116.772933961216,31.152631578947368,209
2021-10-14,E09000001,7639.960533631684,31.08333333333333,11
2021-10-14,E09000002,8064.956535148542,34.7169324221716,439
2021-10-14,E09000003,8240.237765486823,35.47131844763424,627
2021-10-14,E09000004,7704.103262823046,36.05618191721133,612
2021-10-14,E09000005,7135.195915991675,35.69919908466819,437
2021-10-14,E09000006,8620.042282171034,35.747251374312846,667
2021-10-14,E09000007,5240.731316294471,31.875123152709357,203
2021-10-14,E09000008,6992.087247248225,33.529726171669296,633
2021-10-14,E09000009,8175.850066678337,36.438375350140056,476
2021-10-14,E09000010,8517.541884115786,36.92696835908757,453
2021-10-14,E09000011,7480.0154656970235,36.42701550387597,430
2021-10-14,E09000012,6285.738998700886,37.839825581395345,172
2021-10-14,E09000013,5685.293015990748,31.659139784946237,186
2021-10-14,E09000014,7012.422875281289,34.74939024390244,246
2021-10-14,E09000015,8710.77063743105,34.85164373088685,436
2021-10-14,E09000016,8070.72271280108,32.94944178628389,627
2021-10-14,E09000017,8139.445300294363,31.53927738927739,572
2021-10-14,E09000018,6785.360955529503,33.51636636636636,444
2021-10-14,E09000019,5573.768189783382,37.94857456140351,152
2021-10-14,E09000020,4539.071031889041,33.285341365461846,166
2021-10-14,E09000021,6903.284296474093,32.618493909191585,301
2021-10-14,E09000022,5937.9497725546935,33.49484126984127,336
2021-10-14,E09000023,6158.745946950999,35.543908629441624,394
2021-10-14,E09000024,7308.580702734791,35.827992633517496,362
2021-10-14,E09000025,7107.133520160335,34.74670588235294,425
2021-10-14,E09000026,8302.726455095933,34.07160751565762,479
2021-10-14,E09000027,6618.600649524266,33.550582750582755,286
2021-10-14,E09000028,5420.2411821162805,32.16438428874735,314
2021-10-14,E09000029,6136.229120014666,30.270631578947366,475
2021-10-14,E09000030,5443.857032512662,33.26992248062015,215
2021-10-14,E09000031,7159.50127916327,35.982163742690055,342
2021-10-14,E09000032,6912.4511799333895,39.452475685234305,377
2021-10-14,E09000033,5103.417944176285,31.590931372549022,204
2021-10-15,E09000001,9073.320414210993,41.48809523809524,7
2021-10-15,E09000002,8092.487243859141,34.87929061784897,437
2021-10-15,E09000003,7583.662553626238,32.52949162333911,577
2021-10-15,E09000004,6226.940425320862,30.26524884259259,576
2021-10-15,E09000005,6525.614944825752,34.060697674418606,430
2021-10-15,E09000006,7057.252212159844,31.278586497890295,632
2021-10-15,E09000007,5445.332778328135,33.72723577235772,205
2021-10-15,E09000008,6481.0383352778945,30.585928961748635,610
2021-10-15,E09000009,7470.551604594468,32.76879021879022,518
2021-10-15,E09000010,7215.837863318064,31.156542056074766,428
2021-10-15,E09000011,7164.856307226558,36.08670542635659,430
2021-10-15,E09000012,6071.431493767092,35.15551948051948,154
2021-10-15,E09000013,4931.593712096915,28.764990689013036,179
2021-10-15,E09000014,7337.843736362499,38.49039301310043,229
2021-10-15,E09000015,7801.706647196329,32.76038314176245,435
2021-10-15,E09000016,7206.099781241298,30.965632879475542,661
2021-10-15,E09000017,7422.670404278453,30.2235831809872,547
2021-10-15,E09000018,6889.501208069532,30.764139020537126,422
2021-10-15,E09000019,5277.471850017034,32.839711934156384,162
2021-10-15,E09000020,4497.89970529351,32.91847133757962,157
2021-10-15,E09000021,6284.464394870301,31.09190307328605,282
2021-10-15,E09000022,5547.587554022025,33.573376623376625,308
2021-10-15,E09000023,6192.682557397359,34.801910219675264,349
2021-10-15,E09000024,7129.015498973797,36.634950980392155,340
2021-10-15,E09000025,7175.545758755749,35.65182357930449,393
2021-10-15,E09000026,8002.015849813397,32.67328216374269,456
2021-10-15,E09000027,6003.752429313638,31.199166666666667,280
2021-10-15,E09000028,5766.95506037904,36.74006849315069,292
2021-10-15,E09000029,5849.783420098831,28.93000773395205,431
2021-10-15,E09000030,5440.1670018788145,29.96731884057971,230
2021-10-15,E09000031,6729.225025736843,32.13142311365807,349
2021-10-15,E09000032,6080.691616719063,33.3897738446411,339
2021-10-15,E09000033,5453.633367577098,32.89047619047619,203
2021-10-16,E09000001,8494.760196938061,24.96666666666667,3
2021-10-16,E09000002,7975.830001149846,28.78913443830571,181
2021-10-16,E09000003,7700.982397820334,27.490384615384617,208
2021-10-16,E09000004,6767.503312380559,23.915625000000002,192
2021-10-16,E09000005,6865.891287648798,29.735336976320582,183
2021-10-16,E09000006,6645.492058628158,21.428066378066376,231
2021-10-16,E09000007,6745.942668126262,33.065000000000005,70
2021-10-16,E09000008,6972.854913640689,29.032666666666668,250
2021-10-16,E09000009,7560.393072992967,30.577666666666666,200
2021-10-16,E09000010,7734.843001720557,26.45045351473923,147
2021-10-16,E09000011,7470.984753097503,30.337025316455698,158
2021-10-16,E09000012,5487.987548175956,30.903896103896102,77
2021-10-16,E09000013,6019.796466551517,26.251225490196077,68
2021-10-16,E09000014,8139.843136278771,35.48367346938775,98
2021-10-16,E09000015,8191.277670372346,28.068952380952382,175
2021-10-16,E09000016,7463.033556983097,25.143083333333333,200
2021-10-16,E09000017,8146.495880166117,27.275936329588017,178
2021-10-16,E09000018,6186.731128025095,25.3135593220339,177
2021-10-16,E09000019,5899.422161110796,27.046444444444443,75
2021-10-16,E09000020,3565.15019778907,25.267777777777777,45
2021-10-16,E09000021,5394.905092231044,19.883529411764705,85
2021-10-16,E09000022,5692.938371787375,28.669417475728153,103
2021-10-16,E09000023,6773.0154758161125,28.62158273381295,139
2021-10-16,E09000024,6794.211155742719,29.150940860215055,124
2021-10-16,E09000025,8407.011404430927,34.8932183908046,145
2021-10-16,E09000026,8245.75863505926,28.38181818181818,176
2021-10-16,E09000027,5266.448581400417,22.436868686868685,66
2021-10-16,E09000028,6342.275634631188,34.71831683168317,101
2021-10-16,E09000029,6198.234225855076,21.459375,160
2021-10-16,E09000030,5670.608451649258,26.017068273092367,83
2021-10-16,E09000031,8049.7274536957575,31.940543735224587,141
2021-10-16,E09000032,6850.096606313065,34.18671497584541,138
2021-10-16,E09000033,6223.529378598527,33.726255707762554,73
2021-10-17,E09000001,15158.101163094507,45.81666666666667,2
2021-10-17,E09000002,8153.710945051035,24.14365671641791,134
2021-10-17,E09000003,7304.5631131720875,23.813352272727272,176
2021-10-17,E09000004,7100.418374611982,23.71446759259259,144
2021-10-17,E09000005,6755.200927754317,29.66777777777778,135
2021-10-17,E09000006,7948.196157645169,25.111583333333332,200
2021-10-17,E09000007,6185.767074582559,31.179885057471264,58
2021-10-17,E09000008,7540.574745508942,24.745040650406505,205
2021-10-17,E09000009,6828.329023871659,26.831103286384977,142
2021-10-17,E09000010,8064.558257029426,24.656969696969696,110
2021-10-17,E09000011,7862.092607555597,29.11627906976744,129
2021-10-17,E09000012,6748.657118840248,30.277118644067794,59
2021-10-17,E09000013,5239.055377488055,29.84878787878788,55
2021-10-17,E09000014,7246.380763882596,31.121729957805908,79
2021-10-17,E09000015,7265.259564552331,24.120676691729326,133
2021-10-17,E09000016,7351.245995151027,21.131926406926407,154
2021-10-17,E09000017,7871.404438319912,25.811874999999997,160
2021-10-17,E09000018,6607.771194973238,26.67035794183445,149
2021-10-17,E09000019,4350.218627904986,23.135757575757577,55
2021-10-17,E09000020,4800.005773420775,31.060919540229886,29
2021-10-17,E09000021,7617.722771857299,27.588304093567253,57
2021-10-17,E09000022,5938.533148948977,29.43226495726496,78
2021-10-17,E09000023,6419.920114887419,24.29932795698925,124
2021-10-17,E09000024,6528.196849709006,25.147327044025158,106
2021-10-17,E09000025,7969.899476096098,29.055751173708924,142
2021-10-17,E09000026,8628.047588148725,26.13156565656566,132
2021-10-17,E09000027,6290.926460324237,29.436858974358977,52
2021-10-17,E09000028,5997.152500654923,30.809552845528454,82
2021-10-17,E09000029,6816.211122675012,24.63478835978836,126
2021-10-17,E09000030,5014.9151833546475,26.546575342465754,73
2021-10-17,E09000031,7538.87910830883,29.684782608695652,92
2021-10-17,E09000032,6955.366982699362,30.12824858757062,118
2021-10-17,E09000033,5731.463643991217,29.312893081761004,53
2021-10-18,E09000001,11215.874606731175,40.04,10
2021-10-18,E09000002,8589.01540534024,35.35835294117647,425
2021-10-18,E09000003,7748.7898025071945,33.3911396011396,585
2021-10-18,E09000004,7520.797871499614,33.70795454545454,528
2021-10-18,E09000005,6918.8469353507635,34.748355754858,446
2021-10-18,E09000006,9142.220455413946,32.87654867256637,452
2021-10-18,E09000007,4709.740821338635,31.70112359550562,178
2021-10-18,E09000008,7766.859843924608,33.07782846715329,548
2021-10-18,E09000009,7707.398504541549,34.86479028697572,453
2021-10-18,E09000010,7870.881791008716,33.69573268921095,414
2021-10-18,E09000011,7187.539840736829,36.459231411862994,399
2021-10-18,E09000012,7197.938496166974,38.56981981981982,148
2021-10-18,E09000013,5796.242547433016,32.96205882352941,170
2021-10-18,E09000014,7605.040548200942,40.544100294985256,226
2021-10-18,E09000015,8329.278589878186,31.94970238095238,392
2021-10-18,E09000016,8046.907565942313,31.86800428036383,623
2021-10-18,E09000017,8455.788717679412,32.72149621212122,528
2021-10-18,E09000018,7304.323677505998,33.000084602368865,394
2021-10-18,E09000019,5197.085258923012,32.5827519379845,172
2021-10-18,E09000020,5761.76337608788,31.84333333333333,120
2021-10-18,E09000021,7474.532699983089,33.8746719160105,254
2021-10-18,E09000022,6357.709614451397,34.79099756690998,274
2021-10-18,E09000023,6227.080893787285,36.55515414258189,346
2021-10-18,E09000024,7802.487353763035,37.97939890710383,305
2021-10-18,E09000025,7547.357490186954,35.507835497835494,385
2021-10-18,E09000026,8294.921365012948,32.49491997216423,479
2021-10-18,E09000027,6128.31375920811,33.7060298102981,246
2021-10-18,E09000028,5887.039688576067,35.692832167832165,286
2021-10-18,E09000029,6329.241568931388,30.061887835703,422
2021-10-18,E09000030,6118.474761233711,33.706053459119495,212
2021-10-18,E09000031,7006.061857336573,35.13374108053007,327
2021-10-18,E09000032,7071.405696764095,37.6,309
2021-10-18,E09000033,5684.963373867139,33.01604278074866,187
2021-10-19,E09000001,10274.584141165804,50.1125,8
2021-10-19,E09000002,7775.5300311084075,34.31804245283019,424
2021-10-19,E09000003,8120.241414476501,33.71910828025477,628
2021-10-19,E09000004,7478.295355036625,34.0225335668418,571
2021-10-19,E09000005,7064.987847268815,35.56972157772621,431
2021-10-19,E09000006,9672.065798273885,34.68540393754243,491
2021-10-19,E09000007,4975.7090153992185,33.295336787564764,193
2021-10-19,E09000008,7853.724490221714,35.008274021352314,562
2021-10-19,E09000009,7546.077488585416,34.189010189228526,458
2021-10-19,E09000010,7832.989662863128,35.105934065934065,455
2021-10-19,E09000011,7183.359615666811,37.44343185550082,406
2021-10-19,E09000012,6820.301442411796,38.07696390658174,157
2021-10-19,E09000013,5944.961199017888,32.920648148148146,180
2021-10-19,E09000014,7435.649126459248,38.759435261707985,242
2021-10-19,E09000015,8904.301677840689,35.011498708010336,387
2021-10-19,E09000016,8276.83720797666,33.14768518518519,612
2021-10-19,E09000017,7633.753670308018,31.53135802469136,540
2021-10-19,E09000018,6983.140260934156,32.44027450980392,425
2021-10-19,E09000019,5384.038995474252,33.281434599156114,158
2021-10-19,E09000020,5010.659822566055,32.045149253731346,134
2021-10-19,E09000021,7431.436170054706,34.10826612903226,248
2021-10-19,E09000022,5948.342999623416,34.338377192982456,304
2021-10-19,E09000023,6832.510584382042,36.205945692883894,356
2021-10-19,E09000024,7607.746633813484,38.439,300
2021-10-19,E09000025,7240.492548681268,35.27141645462256,393
2021-10-19,E09000026,8873.90289282444,34.98504639543184,467
2021-10-19,E09000027,6697.212695215522,33.13037323037323,259
2021-10-19,E09000028,6108.865205972508,37.3507299270073,274
2021-10-19,E09000029,6430.388316988381,31.761176470588236,425
2021-10-19,E09000030,5174.0075761404305,30.44361370716511,214
2021-10-19,E09000031,6950.2335012900985,35.69810710987996,361
2021-10-19,E09000032,6954.165605144365,37.77204761904762,350
2021-10-19,E09000033,6094.8266183917,33.428426395939084,197
2021-10-2,E09000001,13592.858057819449,45.858333333333334,2
2021-10-2,E09000002,7439.321663043415,25.69812362030905,151
2021-10-2,E09000003,8211.604079912559,31.829756097560978,205
2021-10-2,E09000004,6124.622720905586,22.43304761904762,175
2021-10-2,E09000005,6450.391552809689,31.47823129251701,196
2021-10-2,E09000006,6761.758473677403,23.6376026272578,203
2021-10-2,E09000007,7196.583689368397,30.171126760563382,71
2021-10-2,E09000008,6993.802205675746,26.52673758865248,235
2021-10-2,E09000009,7606.558312527509,31.813221601489758,179
2021-10-2,E09000010,8515.369084496793,28.91807116104869,178
2021-10-2,E09000011,8790.975506456907,35.68574879227053,138
2021-10-2,E09000012,6335.004373325749,33.064492753623185,69
2021-10-2,E09000013,6459.483595235675,33.103273809523806,56
2021-10-2,E09000014,8138.59050538527,31.205228758169934,102
2021-10-2,E09000015,8349.680727428939,28.646436058700214,159
2021-10-2,E09000016,7011.640079697821,21.924140508221225,223
2021-10-2,E09000017,7638.449938467719,24.964444444444442,195
2021-10-2,E09000018,7511.600308614197,25.86733716475096,174
2021-10-2,E09000019,6974.380083594792,30.596813725490197,68
2021-10-2,E09000020,4255.38513062992,19.215238095238096,35
2021-10-2,E09000021,6812.600982794831,26.132852564102564,104
2021-10-2,E09000022,5868.416032592281,28.264705882352942,85
2021-10-2,E09000023,7782.636864419875,31.031303418803418,156
2021-10-2,E09000024,6926.87409005964,26.49110169491525,118
2021-10-2,E09000025,8236.619385440019,31.87611464968153,157
2021-10-2,E09000026,9658.134800808997,30.97432950191571,174
2021-10-2,E09000027,6073.12230889874,22.184583333333332,80
2021-10-2,E09000028,4856.184243948856,29.366494845360826,97
2021-10-2,E09000029,6307.816143581277,22.86193853427896,141
2021-10-2,E09000030,5504.63111679607,23.963052208835343,83
2021-10-2,E09000031,7401.081348551303,30.04488188976378,127
2021-10-2,E09000032,6114.2111413744815,31.661484593837535,119
2021-10-2,E09000033,6279.324646408003,29.153196347031965,73
2021-10-20,E09000001,9257.166903894522,30.527083333333334,8
2021-10-20,E09000002,7922.077785770213,35.110903814262024,402
2021-10-20,E09000003,8072.408145145147,33.634055555555555,600
2021-10-20,E09000004,6923.534096694003,29.84765037593985,532
2021-10-20,E09000005,6894.768077785028,33.66909643128322,439
2021-10-20,E09000006,9268.053615502035,33.52855648535565,478
2021-10-20,E09000007,5601.81052205768,31.337056737588654,188
2021-10-20,E09000008,7725.939482803686,34.379626436781614,580
2021-10-20,E09000009,7565.41691711825,35.82995118549512,478
2021-10-20,E09000010,7324.549305317295,34.927242888402624,457
2021-10-20,E09000011,7677.469251480576,36.093953858393,419
2021-10-20,E09000012,6723.98171610807,38.69799054373523,141
2021-10-20,E09000013,5314.085931724759,35.07538759689922,172
2021-10-20,E09000014,7666.219127580981,39.99278911564626,245
2021-10-20,E09000015,8347.48790791832,32.598617693522904,422
2021-10-20,E09000016,8799.832938380647,34.399237472766885,612
2021-10-20,E09000017,8426.139175185452,32.47690005984441,557
2021-10-20,E09000018,6877.052103590225,31.252121913580247,432
2021-10-20,E09000019,4820.88113783757,32.37425213675213,156
2021-10-20,E09000020,5417.594388200607,33.74726368159204,134
2021-10-20,E09000021,7912.421521884686,34.440648854961836,262
2021-10-20,E09000022,6110.9551818406735,35.782949561403505,304
2021-10-20,E09000023,6449.948925692126,34.5938446969697,352
2021-10-20,E09000024,7492.472157368232,34.933989071038255,305
2021-10-20,E09000025,7551.958344873882,36.050362318840584,414
2021-10-20,E09000026,8640.247622791765,34.18361285814116,477
2021-10-20,E09000027,7325.66719934786,34.007312252964425,253
2021-10-20,E09000028,6210.994544581639,38.96818181818182,275
2021-10-20,E09000029,6676.47498052903,31.426674364896073,433
2021-10-20,E09000030,4799.440947906444,32.4657037037037,225
2021-10-20,E09000031,6753.221470470828,34.19950099800399,334
2021-10-20,E09000032,6988.987545835142,35.76308016877637,316
2021-10-20,E09000033,5608.015210083766,33.304774305555554,192
2021-10-21,E09000001,10712.259684686498,38.894444444444446,9
2021-10-21,E09000002,8137.143712646535,35.30661057692308,416
2021-10-21,E09000003,8235.011291071933,33.95106442577031,595
2021-10-21,E09000004,6934.932306706706,31.464133089133092,546
2021-10-21,E09000005,7112.199841891062,34.581811263318116,438
2021-10-21,E09000006,9501.839559532282,34.30419331911869,469
2021-10-21,E09000007,5812.110152546183,34.77228682170542,172
2021-10-21,E09000008,7903.389407221768,33.558676207513415,559
2021-10-21,E09000009,7585.653088009373,36.04648928307465,451
2021-10-21,E09000010,7890.73700956137,35.83898876404494,445
2021-10-21,E09000011,7635.920568369311,35.5147201946472,411
2021-10-21,E09000012,6167.101952028824,35.55822784810127,158
2021-10-21,E09000013,6180.548716854998,31.98812375249501,167
2021-10-21,E09000014,8115.065842694389,39.39578231292517,245
2021-10-21,E09000015,8346.570932149381,31.876824212271973,402
2021-10-21,E09000016,8536.387590707693,33.46737982039092,631
2021-10-21,E09000017,7800.501468473457,29.522670419011884,533
2021-10-21,E09000018,6909.972352932127,32.491256830601095,427
2021-10-21,E09000019,5437.474848369129,31.74044585987261,157
2021-10-21,E09000020,5198.829557517036,31.14013333333333,125
2021-10-21,E09000021,7601.755715979216,32.90172413793103,261
2021-10-21,E09000022,6256.197556098423,35.78180327868853,305
2021-10-21,E09000023,6716.687151151182,38.08269054178145,363
2021-10-21,E09000024,7056.726259433081,34.54861538461538,325
2021-10-21,E09000025,7578.911727079419,35.860689655172415,435
2021-10-21,E09000026,8405.033474758444,34.53476589797344,477
2021-10-21,E09000027,6873.854751618096,34.434420289855076,230
2021-10-21,E09000028,5963.875804637928,35.81535244922342,279
2021-10-21,E09000029,6430.729619286836,29.86523255813953,430
2021-10-21,E09000030,5683.515425609987,31.466207951070334,218
2021-10-21,E09000031,6604.089758942879,33.47642725598527,362
2021-10-21,E09000032,7168.933730102644,38.193762781186095,326
2021-10-21,E09000033,5410.594564023686,31.39438596491228,190
2021-10-22,E09000001,12138.797053458447,41.33518518518518,9
2021-10-22,E09000002,7881.604304232179,33.69601648351649,364
