MSOA21CD,AvPTAI2015
E02000001,68.39696774193548
E02000002,3.731209727272727
E02000003,7.7230080333333335
E02000004,4.164165789473684
E02000005,6.134338846153846
E02000007,5.26699423076923
E02000008,5.9333825
E02000009,6.399473846153847
E02000010,7.852451199999999
E02000011,7.763704157894737
E02000012,7.374618333333333
E02000013,6.635386
E02000014,10.91593724137931
E02000015,6.9291525
E02000016,23.659180476190475
E02000017,22.98344695652174
E02000018,5.916282222222223
E02000019,5.643505416666667
E02000020,9.237670241379309
E02000021,4.908160434782609
E02000022,8.0003655
E02000023,4.21017
E02000024,8.210436258064517
E02000025,7.089282392592593
E02000026,5.88256619047619
E02000027,5.632186666666667
E02000028,10.21227052631579
E02000029,8.355714615384615
E02000030,2.8805736666666664
E02000031,9.732530869565217
E02000032,6.416855238095239
E02000033,7.317092916666667
E02000034,5.343708846153846
E02000035,7.906438461538461
E02000036,4.513929166666667
E02000037,4.613889153846154
E02000038,7.814006666666667
E02000039,6.834019473684211
E02000040,4.1182972
E02000041,13.664405217391304
E02000042,12.144670303030303
E02000043,7.4497623809523805
E02000044,10.947998695652174
E02000045,6.228193870967742
E02000046,13.937438499999999
E02000047,13.0460084375
E02000048,4.9382892592592595
E02000049,5.2930956
E02000050,4.93936275862069
E02000051,8.711943076923076
E02000052,7.96066375
E02000054,6.230892000000001
E02000055,10.348025806451613
E02000056,4.482264642857143
E02000057,9.880653684210525
E02000058,7.244349333333333
E02000059,8.40446896551724
E02000060,12.569070799999999
E02000061,19.917811739130435
E02000062,13.55623111111111
E02000063,10.448995
E02000064,12.873761666666667
E02000065,4.8997276521739135
E02000066,9.106015000000001
E02000067,6.620792222222223
E02000068,8.032367826086956
E02000069,4.8640675
E02000070,4.6520484
E02000071,3.6185495454545458
E02000072,5.1251000555555555
E02000073,5.58838125
E02000074,4.13034
E02000075,6.2109572
E02000077,6.12061347826087
E02000078,6.59160375
E02000079,14.6763612
E02000080,8.571419285714287
E02000081,9.9679364
E02000082,4.399607407407408
E02000083,4.7342269375
E02000084,6.159156666666667
E02000085,3.779409166666667
E02000086,3.7553363181818185
E02000087,6.085985375
E02000088,6.644235833333333
E02000089,4.276120875
E02000090,9.808643333333332
E02000091,7.827633333333333
E02000092,3.649668714285714
E02000093,7.65268925925926
E02000094,7.264920454545455
E02000095,8.159235200000001
E02000096,7.387373190476191
E02000097,4.285594000000001
E02000098,6.7255078571428575
E02000099,8.194528260869566
E02000100,7.5052971428571436
E02000101,8.899592692307692
E02000102,6.28622761904762
E02000103,7.237652608695653
E02000104,10.774044705882353
E02000105,7.898112083333333
E02000106,11.43264962962963
E02000107,15.552627931034483
E02000108,8.777985555555555
E02000110,10.01188652173913
E02000111,14.632533043478261
E02000112,15.375788636363637
E02000113,7.7966584615384615
E02000114,15.4001964
E02000115,16.775960714285713
E02000116,16.888042857142857
E02000117,7.53858064516129
E02000118,7.724181782608696
E02000119,11.22716
E02000120,20.033867741935484
E02000121,12.236774285714286
E02000122,11.552472083333333
E02000123,19.686214210526316
E02000124,19.923058148148147
E02000125,13.7319640625
E02000126,22.67181739130435
E02000127,5.690797666666667
E02000128,4.432499666666667
E02000130,14.543465714285714
E02000131,17.499776666666666
E02000132,11.889330833333334
E02000133,5.07921834375
E02000134,12.13297388888889
E02000135,13.430856363636364
E02000136,3.5679950000000002
E02000137,8.00456
E02000138,8.369067142857144
E02000139,15.923098461538462
E02000140,6.0473388461538455
E02000141,13.0344776
E02000142,5.9271104
E02000144,18.155132066666667
E02000145,2.6785915599999996
E02000146,7.707311538461539
E02000147,4.213091923076923
E02000148,6.380365714285714
E02000149,7.153913599999999
E02000150,4.7035752
E02000151,7.112727083333334
E02000152,3.8415125000000003
E02000153,5.790076521739131
E02000154,12.269723333333333
E02000155,5.114753599999999
E02000156,4.720677324324325
E02000157,8.170254962962963
E02000158,4.267770625
E02000159,4.525195
E02000160,4.57564952
E02000161,4.469767692307692
E02000162,2.3382574285714286
E02000163,3.605402041666667
E02000165,2.859696238095238
E02000166,10.120647857142856
E02000167,11.676664333333333
E02000168,21.161414285714283
E02000169,14.463326799999999
E02000170,16.740166538461537
E02000171,15.174028333333332
E02000172,18.083248275862072
E02000173,23.100923333333334
E02000174,22.105228571428572
E02000175,24.40172
E02000176,14.885822307692308
E02000177,19.603578571428574
E02000178,21.230511
E02000179,12.991355217391305
E02000180,15.285119642857142
E02000181,27.26323
E02000182,27.40218333333333
E02000183,15.879146206896552
E02000184,34.46613428571429
E02000185,20.855913793103447
E02000186,34.639463809523804
E02000187,55.289114814814816
E02000188,34.28441923076923
E02000191,65.92175454545455
E02000192,51.13147307692308
E02000193,73.106984
E02000194,10.134354666666667
E02000195,5.826067692307692
E02000196,8.3987685
E02000197,9.676740370370371
E02000198,8.4992024
E02000199,8.75331136
E02000200,14.470857142857144
E02000201,15.489108928571428
E02000202,9.29245923076923
E02000203,15.844056666666667
E02000204,7.72904037037037
E02000206,14.2409446875
E02000207,11.493118620689655
E02000208,10.86274275862069
E02000209,7.42866625
E02000210,8.0459575
E02000211,2.464411
E02000212,13.83896625
E02000213,35.000977931034484
E02000214,12.092027222222221
E02000215,23.806071578947368
E02000216,19.251215384615385
E02000217,26.504706666666667
E02000218,4.2966050000000005
E02000219,5.4751608
E02000221,7.286501935483871
E02000222,11.180138888888889
E02000223,8.880085416666667
E02000224,9.60615074074074
E02000225,9.149530476190476
E02000226,3.6807081739130436
E02000227,4.360948210526316
E02000228,2.9062540416666667
E02000229,7.133281052631579
E02000230,10.432534
E02000231,5.0441935
E02000232,2.0267166666666667
E02000233,4.126397222222222
E02000234,6.730490541666666
E02000235,2.86377435
E02000236,5.041556136363637
E02000237,2.87473608
E02000238,5.6123015999999994
E02000239,7.295383826086956
E02000240,7.16095375
E02000241,10.244716315789473
E02000242,4.307662352941176
E02000243,8.545877913043478
E02000244,7.743089
E02000245,5.679432291666667
E02000246,5.9756008
E02000247,6.821196740740741
E02000248,12.006612272727272
E02000249,10.576304285714286
E02000250,6.204391
E02000251,7.445347
E02000252,14.633222
E02000253,8.38968741935484
E02000254,6.240823000000001
E02000255,8.147717
E02000256,15.89051172413793
E02000258,7.216075789473684
E02000259,8.505513333333333
E02000260,13.477981500000002
E02000261,11.862657333333335
E02000262,11.494040384615385
E02000263,8.534959807692307
E02000264,16.50656125
E02000265,13.890702571428571
E02000266,5.443444362068965
E02000267,11.0997725
E02000268,7.794046774193549
E02000269,11.666871153846152
E02000270,15.114747407407409
E02000271,9.486812173913044
E02000272,7.923486190476191
E02000275,7.3636299375
E02000276,11.489306666666668
E02000277,6.1483395000000005
E02000278,6.159139199999999
E02000279,5.771433433333333
E02000280,4.932243407407407
E02000281,2.845526481481482
E02000282,6.204231346153846
E02000283,5.11523380952381
E02000284,9.566981538461539
E02000285,5.426094
E02000286,8.374662068965517
E02000287,6.319025
E02000288,9.7863275
E02000289,5.099955789473684
E02000290,5.900033809523809
E02000291,10.853020689655171
E02000292,7.7329944444444445
E02000293,6.348887894736842
E02000294,6.172335
E02000295,5.885313461538461
E02000296,10.613075806451613
E02000297,6.779695714285714
E02000298,7.833127083333333
E02000299,9.8339996
E02000300,9.432494347826088
E02000301,7.8380545161290325
E02000302,3.292982875
E02000303,11.429501739130433
E02000304,8.349685454545455
E02000305,8.588602
E02000306,15.399745769230769
E02000307,6.41504
E02000308,18.52721565217391
E02000309,11.38338896551724
E02000311,6.9013657037037035
E02000312,13.864968000000001
E02000313,7.4997205000000005
E02000314,4.980531315789474
E02000315,9.41889857142857
E02000317,14.368001153846155
E02000318,13.006926923076922
E02000319,12.099080322580644
E02000320,9.1784795
E02000321,15.32849695652174
E02000323,18.491040333333334
E02000324,12.636033809523811
E02000326,14.722047083333335
E02000327,8.634677777777778
E02000328,14.412354074074074
E02000329,5.014761
E02000331,7.934933846153846
E02000332,4.7478678260869565
E02000333,9.317141608695652
E02000334,3.6941200000000003
E02000335,4.102013809523809
E02000337,9.650917391304349
E02000339,15.13270238095238
E02000340,9.935725652173913
E02000341,4.5383596
E02000342,7.311721176470589
E02000343,7.078594545454546
E02000344,7.287053500000001
E02000345,16.775976666666665
E02000346,22.487759523809522
E02000347,11.086208181818181
E02000348,15.696542608695653
E02000350,19.9247725
E02000351,28.289467333333334
E02000352,7.656601363636364
E02000353,19.984729130434783
E02000354,20.702087692307693
E02000355,18.324717
E02000356,11.990532727272727
E02000357,6.246776666666666
E02000358,18.939035454545454
E02000359,10.536494210526316
E02000360,24.37600606060606
E02000361,31.635991304347826
E02000362,13.29635142857143
E02000363,20.47270588235294
E02000364,23.18090741935484
E02000366,12.032152068965518
E02000367,21.664997666666668
E02000368,13.90280724137931
E02000369,17.19292105263158
E02000370,20.42401346153846
E02000372,15.30674551724138
E02000373,5.262541052631579
E02000374,10.940031052631578
E02000375,26.74098
E02000376,20.639836363636363
E02000377,12.054712592592592
E02000378,37.108155555555555
E02000379,8.143454814814815
E02000380,22.699495454545456
E02000381,24.29390857142857
E02000382,16.731572272727274
E02000383,27.37004375
E02000384,36.64848461538462
E02000385,20.644313999999998
E02000386,21.068167857142857
E02000387,12.9943905
E02000388,23.081645357142857
E02000389,10.649017037037037
E02000390,11.479131904761905
E02000391,19.472684615384615
E02000392,16.529127272727273
E02000393,12.328216000000001
E02000394,11.68931103448276
E02000395,20.052258636363636
E02000396,9.30027142857143
E02000397,18.619526086956522
