day,MSOA21CD,activity_count
2021-11-29,E02000658,22
2021-11-29,E02000659,45
2021-11-29,E02000660,32
2021-11-29,E02000661,37
2021-11-29,E02000662,32
2021-11-29,E02000663,19
2021-11-29,E02000665,49
2021-11-29,E02000666,33
2021-11-29,E02000667,23
2021-11-29,E02000668,64
2021-11-29,E02000669,34
2021-11-29,E02000670,19
2021-11-29,E02000671,26
2021-11-29,E02000672,152
2021-11-29,E02000673,23
2021-11-29,E02000674,28
2021-11-29,E02000675,56
2021-11-29,E02000676,17
2021-11-29,E02000677,81
2021-11-29,E02000678,24
2021-11-29,E02000679,32
2021-11-29,E02000680,30
2021-11-29,E02000681,124
2021-11-29,E02000682,90
2021-11-29,E02000683,30
2021-11-29,E02000685,53
2021-11-29,E02000686,78
2021-11-29,E02000687,45
2021-11-29,E02000689,80
2021-11-29,E02000690,138
2021-11-29,E02000691,119
2021-11-29,E02000692,157
2021-11-29,E02000693,146
2021-11-29,E02000694,35
2021-11-29,E02000695,25
2021-11-29,E02000696,29
2021-11-29,E02000697,84
2021-11-29,E02000698,65
2021-11-29,E02000699,48
2021-11-29,E02000700,40
2021-11-29,E02000701,63
2021-11-29,E02000702,31
2021-11-29,E02000703,56
2021-11-29,E02000704,168
2021-11-29,E02000705,49
2021-11-29,E02000706,75
2021-11-29,E02000707,39
2021-11-29,E02000708,68
2021-11-29,E02000709,41
2021-11-29,E02000710,100
2021-11-29,E02000711,89
2021-11-29,E02000712,64
2021-11-29,E02000713,50
2021-11-29,E02000714,39
2021-11-29,E02000715,20
2021-11-29,E02000716,28
2021-11-29,E02000717,24
2021-11-29,E02000718,24
2021-11-29,E02000719,17
2021-11-29,E02000720,16
2021-11-29,E02000721,73
2021-11-29,E02000722,47
2021-11-29,E02000723,54
2021-11-29,E02000724,17
2021-11-29,E02000725,155
2021-11-29,E02000727,51
2021-11-29,E02000728,27
2021-11-29,E02000729,15
2021-11-29,E02000730,48
2021-11-29,E02000731,108
2021-11-29,E02000732,16
2021-11-29,E02000733,40
2021-11-29,E02000734,23
2021-11-29,E02000735,41
2021-11-29,E02000736,60
2021-11-29,E02000737,49
2021-11-29,E02000738,31
2021-11-29,E02000739,20
2021-11-29,E02000740,54
2021-11-29,E02000741,100
2021-11-29,E02000742,26
2021-11-29,E02000743,42
2021-11-29,E02000744,31
2021-11-29,E02000745,12
2021-11-29,E02000746,312
2021-11-29,E02000747,110
2021-11-29,E02000748,65
2021-11-29,E02000749,58
2021-11-29,E02000751,147
2021-11-29,E02000752,62
2021-11-29,E02000753,11
2021-11-29,E02000754,25
2021-11-29,E02000755,38
2021-11-29,E02000756,189
2021-11-29,E02000757,97
2021-11-29,E02000758,43
2021-11-29,E02000759,142
2021-11-29,E02000760,74
2021-11-29,E02000762,34
2021-11-29,E02000763,113
2021-11-29,E02000764,67
2021-11-29,E02000765,38
2021-11-29,E02000767,102
2021-11-29,E02000768,29
2021-11-29,E02000770,14
2021-11-29,E02000772,177
2021-11-29,E02000773,68
2021-11-29,E02000774,82
2021-11-29,E02000776,47
2021-11-29,E02000777,18
2021-11-29,E02000779,77
2021-11-29,E02000781,47
2021-11-29,E02000782,97
2021-11-29,E02000783,27
2021-11-29,E02000784,109
2021-11-29,E02000785,58
2021-11-29,E02000786,42
2021-11-29,E02000787,128
2021-11-29,E02000788,82
2021-11-29,E02000789,71
2021-11-29,E02000790,37
2021-11-29,E02000791,95
2021-11-29,E02000792,52
2021-11-29,E02000793,66
2021-11-29,E02000794,116
2021-11-29,E02000795,90
2021-11-29,E02000796,71
2021-11-29,E02000797,153
2021-11-29,E02000798,77
2021-11-29,E02000799,78
2021-11-29,E02000800,12
2021-11-29,E02000801,59
2021-11-29,E02000802,32
2021-11-29,E02000803,142
2021-11-29,E02000804,107
2021-11-29,E02000805,60
2021-11-29,E02000806,75
2021-11-29,E02000807,23
2021-11-29,E02000808,254
2021-11-29,E02000810,52
2021-11-29,E02000812,132
2021-11-29,E02000813,121
2021-11-29,E02000814,34
2021-11-29,E02000815,65
2021-11-29,E02000816,51
2021-11-29,E02000817,49
2021-11-29,E02000818,55
2021-11-29,E02000819,55
2021-11-29,E02000820,32
2021-11-29,E02000821,43
2021-11-29,E02000822,27
2021-11-29,E02000823,30
2021-11-29,E02000824,77
2021-11-29,E02000825,24
2021-11-29,E02000826,23
2021-11-29,E02000827,84
2021-11-29,E02000828,107
2021-11-29,E02000829,50
2021-11-29,E02000830,52
2021-11-29,E02000831,43
2021-11-29,E02000832,25
2021-11-29,E02000833,44
2021-11-29,E02000834,48
2021-11-29,E02000835,27
2021-11-29,E02000836,68
2021-11-29,E02000837,62
2021-11-29,E02000838,28
2021-11-29,E02000839,181
2021-11-29,E02000840,49
2021-11-29,E02000841,167
2021-11-29,E02000842,219
2021-11-29,E02000843,64
2021-11-29,E02000844,83
2021-11-29,E02000845,76
2021-11-29,E02000846,111
2021-11-29,E02000847,69
2021-11-29,E02000848,168
2021-11-29,E02000849,50
2021-11-29,E02000850,162
2021-11-29,E02000851,340
2021-11-29,E02000852,25
2021-11-29,E02000853,41
2021-11-29,E02000854,104
2021-11-29,E02000855,69
2021-11-29,E02000856,135
2021-11-29,E02000857,93
2021-11-29,E02000858,87
2021-11-29,E02000859,89
2021-11-29,E02000860,48
2021-11-29,E02000861,64
2021-11-29,E02000863,78
2021-11-29,E02000864,42
2021-11-29,E02000865,24
2021-11-29,E02000866,38
2021-11-29,E02000867,66
2021-11-29,E02000868,36
2021-11-29,E02000869,18
2021-11-29,E02000870,19
2021-11-29,E02000871,59
2021-11-29,E02000872,46
2021-11-29,E02000873,136
2021-11-29,E02000874,16
2021-11-29,E02000875,23
2021-11-29,E02000876,67
2021-11-29,E02000877,64
2021-11-29,E02000878,106
2021-11-29,E02000879,16
2021-11-29,E02000880,70
2021-11-29,E02000881,39
2021-11-29,E02000882,33
2021-11-29,E02000883,47
2021-11-29,E02000884,91
2021-11-29,E02000885,35
2021-11-29,E02000886,22
2021-11-29,E02000887,46
2021-11-29,E02000888,34
2021-11-29,E02000889,32
2021-11-29,E02000890,27
2021-11-29,E02000893,49
2021-11-29,E02000894,38
2021-11-29,E02000895,64
2021-11-29,E02000896,53
2021-11-29,E02000897,57
2021-11-29,E02000898,42
2021-11-29,E02000899,53
2021-11-29,E02000900,149
2021-11-29,E02000901,135
2021-11-29,E02000902,50
2021-11-29,E02000903,32
2021-11-29,E02000904,39
2021-11-29,E02000905,38
2021-11-29,E02000906,24
2021-11-29,E02000907,45
2021-11-29,E02000908,54
2021-11-29,E02000909,69
2021-11-29,E02000910,55
2021-11-29,E02000911,117
2021-11-29,E02000912,29
2021-11-29,E02000913,96
2021-11-29,E02000914,77
2021-11-29,E02000915,44
2021-11-29,E02000916,73
2021-11-29,E02000917,35
2021-11-29,E02000918,68
2021-11-29,E02000919,36
2021-11-29,E02000920,129
2021-11-29,E02000921,39
2021-11-29,E02000922,28
2021-11-29,E02000923,35
2021-11-29,E02000925,40
2021-11-29,E02000926,48
2021-11-29,E02000927,24
2021-11-29,E02000928,45
2021-11-29,E02000929,43
2021-11-29,E02000930,114
2021-11-29,E02000931,24
2021-11-29,E02000932,171
2021-11-29,E02000933,55
2021-11-29,E02000934,129
2021-11-29,E02000935,102
2021-11-29,E02000936,49
2021-11-29,E02000937,39
2021-11-29,E02000938,82
2021-11-29,E02000939,32
2021-11-29,E02000940,126
2021-11-29,E02000941,55
2021-11-29,E02000942,63
2021-11-29,E02000943,94
2021-11-29,E02000944,30
2021-11-29,E02000945,60
2021-11-29,E02000946,83
2021-11-29,E02000947,87
2021-11-29,E02000948,22
2021-11-29,E02000949,81
2021-11-29,E02000950,11
2021-11-29,E02000951,30
2021-11-29,E02000952,15
2021-11-29,E02000953,35
2021-11-29,E02000954,26
2021-11-29,E02000955,33
2021-11-29,E02000956,166
2021-11-29,E02000957,123
2021-11-29,E02000958,50
2021-11-29,E02000959,27
2021-11-29,E02000960,67
2021-11-29,E02000961,51
2021-11-29,E02000962,83
2021-11-29,E02000963,10
2021-11-29,E02000964,40
2021-11-29,E02000965,39
2021-11-29,E02000966,52
2021-11-29,E02000967,148
2021-11-29,E02000968,68
2021-11-29,E02000969,41
2021-11-29,E02000970,438
2021-11-29,E02000971,129
2021-11-29,E02000972,806
2021-11-29,E02000973,45
2021-11-29,E02000974,143
2021-11-29,E02000975,60
2021-11-29,E02000976,75
2021-11-29,E02000977,906
2021-11-29,E02000978,471
2021-11-29,E02000979,402
2021-11-29,E02000980,64
2021-11-29,E02000981,56
2021-11-29,E02000982,160
2021-11-29,E02000983,40
2021-11-29,E02006782,45
2021-11-29,E02006783,81
2021-11-29,E02006784,72
2021-11-29,E02006785,48
2021-11-29,E02006786,26
2021-11-29,E02006787,142
2021-11-29,E02006788,23
2021-11-29,E02006789,127
2021-11-29,E02006791,22
2021-11-29,E02006792,146
2021-11-29,E02006793,64
2021-11-29,E02006794,65
2021-11-29,E02006795,40
2021-11-29,E02006796,296
2021-11-29,E02006798,60
2021-11-29,E02006799,69
2021-11-29,E02006800,80
2021-11-29,E02006801,297
2021-11-29,E02006802,118
2021-11-29,E02006836,38
2021-11-29,E02006853,19
2021-11-29,E02006854,246
2021-11-29,E02006882,81
2021-11-29,E02006918,12
2021-11-29,E02006921,25
2021-11-29,E02006924,96
2021-11-29,E02006925,108
2021-11-29,E02006927,162
2021-11-29,E02006928,40
2021-11-29,E02006930,121
2021-11-29,E02006931,146
2021-11-29,E02006941,122
2021-11-29,E02006942,43
2021-11-29,E02006953,37
2021-11-29,E02006954,75
2021-11-29,E02006955,105
2021-11-29,E02006956,75
2021-11-29,E02006968,54
2021-11-29,E02006969,134
2021-11-29,E02006970,45
2021-11-29,E02006971,26
2021-11-29,E02006972,60
2021-11-29,E02006973,56
2021-11-29,E02006987,202
2021-11-29,E02006988,37
2021-11-29,E02006991,63
2021-11-29,E02006992,245
2021-11-29,E02006993,144
2021-11-29,E02006994,162
2021-11-29,E02006995,23
2021-11-29,E02006996,394
2021-11-29,E02006997,76
2021-11-29,E02006998,48
2021-11-29,E02006999,59
2021-11-29,E02007008,84
2021-11-29,E02007009,159
2021-11-29,E02007017,37
2021-11-29,E02007018,58
2021-11-29,E02007019,169
2021-11-29,E02007020,46
2021-11-29,E02007083,129
2021-11-29,E02007084,44
2021-11-29,E02007108,40
2021-11-29,E02007109,25
2021-11-29,E02007110,28
2021-11-29,E02007111,112
2021-11-29,E02007112,33
2021-11-29,E02007113,54
2021-11-29,E02007114,49
2021-11-29,E02007115,102
2021-11-3,E02000001,1430
2021-11-3,E02000002,58
2021-11-3,E02000003,144
2021-11-3,E02000004,75
2021-11-3,E02000005,119
2021-11-3,E02000007,179
2021-11-3,E02000008,103
2021-11-3,E02000009,58
2021-11-3,E02000010,52
2021-11-3,E02000011,90
2021-11-3,E02000012,81
2021-11-3,E02000013,84
2021-11-3,E02000014,90
2021-11-3,E02000015,70
2021-11-3,E02000016,178
2021-11-3,E02000017,43
2021-11-3,E02000018,42
2021-11-3,E02000019,164
2021-11-3,E02000020,110
2021-11-3,E02000021,135
2021-11-3,E02000022,79
2021-11-3,E02000023,99
2021-11-3,E02000024,124
2021-11-3,E02000025,85
2021-11-3,E02000026,49
2021-11-3,E02000027,63
2021-11-3,E02000028,33
2021-11-3,E02000029,105
2021-11-3,E02000030,118
2021-11-3,E02000031,91
2021-11-3,E02000032,55
2021-11-3,E02000033,56
2021-11-3,E02000034,58
2021-11-3,E02000035,63
2021-11-3,E02000036,65
2021-11-3,E02000037,91
2021-11-3,E02000038,129
2021-11-3,E02000039,110
2021-11-3,E02000040,248
2021-11-3,E02000041,172
2021-11-3,E02000042,176
2021-11-3,E02000043,29
2021-11-3,E02000044,39
2021-11-3,E02000045,68
2021-11-3,E02000046,91
2021-11-3,E02000047,72
2021-11-3,E02000048,90
2021-11-3,E02000049,61
2021-11-3,E02000050,92
2021-11-3,E02000051,94
2021-11-3,E02000052,71
2021-11-3,E02000054,66
2021-11-3,E02000055,164
2021-11-3,E02000056,104
2021-11-3,E02000057,48
2021-11-3,E02000058,139
2021-11-3,E02000059,60
2021-11-3,E02000060,70
2021-11-3,E02000061,104
2021-11-3,E02000062,254
2021-11-3,E02000063,37
2021-11-3,E02000064,57
2021-11-3,E02000065,47
2021-11-3,E02000066,67
2021-11-3,E02000067,176
2021-11-3,E02000068,230
2021-11-3,E02000069,62
2021-11-3,E02000070,51
2021-11-3,E02000071,67
2021-11-3,E02000072,99
2021-11-3,E02000073,56
2021-11-3,E02000074,48
2021-11-3,E02000075,58
2021-11-3,E02000077,60
2021-11-3,E02000078,64
2021-11-3,E02000079,390
2021-11-3,E02000080,167
2021-11-3,E02000081,102
2021-11-3,E02000082,66
2021-11-3,E02000083,188
2021-11-3,E02000084,87
2021-11-3,E02000085,166
2021-11-3,E02000086,54
2021-11-3,E02000087,81
2021-11-3,E02000088,133
2021-11-3,E02000089,29
2021-11-3,E02000090,242
2021-11-3,E02000091,118
2021-11-3,E02000092,119
2021-11-3,E02000093,87
2021-11-3,E02000094,133
2021-11-3,E02000095,184
2021-11-3,E02000096,73
2021-11-3,E02000097,45
2021-11-3,E02000098,118
2021-11-3,E02000099,33
2021-11-3,E02000100,120
2021-11-3,E02000101,65
2021-11-3,E02000102,25
2021-11-3,E02000103,92
2021-11-3,E02000104,55
2021-11-3,E02000105,52
2021-11-3,E02000106,67
2021-11-3,E02000107,46
2021-11-3,E02000108,17
2021-11-3,E02000110,26
2021-11-3,E02000111,79
2021-11-3,E02000112,90
2021-11-3,E02000113,151
2021-11-3,E02000114,44
2021-11-3,E02000115,27
2021-11-3,E02000116,50
2021-11-3,E02000117,42
2021-11-3,E02000118,34
2021-11-3,E02000119,114
2021-11-3,E02000120,33
2021-11-3,E02000121,143
2021-11-3,E02000122,56
2021-11-3,E02000123,52
2021-11-3,E02000124,74
2021-11-3,E02000125,29
2021-11-3,E02000126,40
2021-11-3,E02000127,101
2021-11-3,E02000128,72
2021-11-3,E02000130,80
2021-11-3,E02000131,65
2021-11-3,E02000132,115
2021-11-3,E02000133,234
2021-11-3,E02000134,167
2021-11-3,E02000135,45
2021-11-3,E02000136,91
2021-11-3,E02000137,41
2021-11-3,E02000138,66
2021-11-3,E02000139,62
2021-11-3,E02000140,168
2021-11-3,E02000141,44
2021-11-3,E02000142,92
2021-11-3,E02000144,325
2021-11-3,E02000145,191
2021-11-3,E02000146,99
2021-11-3,E02000147,67
2021-11-3,E02000148,118
2021-11-3,E02000149,94
2021-11-3,E02000150,123
2021-11-3,E02000151,66
2021-11-3,E02000152,139
2021-11-3,E02000153,68
2021-11-3,E02000154,264
2021-11-3,E02000155,66
2021-11-3,E02000156,160
2021-11-3,E02000157,96
2021-11-3,E02000158,91
2021-11-3,E02000159,233
2021-11-3,E02000160,206
2021-11-3,E02000161,55
2021-11-3,E02000162,98
2021-11-3,E02000163,138
2021-11-3,E02000165,46
2021-11-3,E02000166,70
2021-11-3,E02000167,72
2021-11-3,E02000168,66
2021-11-3,E02000169,58
2021-11-3,E02000170,38
2021-11-3,E02000171,23
2021-11-3,E02000172,61
2021-11-3,E02000173,141
2021-11-3,E02000174,41
2021-11-3,E02000175,83
2021-11-3,E02000176,29
2021-11-3,E02000177,42
2021-11-3,E02000178,53
2021-11-3,E02000179,37
2021-11-3,E02000180,33
2021-11-3,E02000181,21
2021-11-3,E02000182,95
2021-11-3,E02000183,82
2021-11-3,E02000184,66
2021-11-3,E02000185,39
2021-11-3,E02000186,163
2021-11-3,E02000187,221
2021-11-3,E02000188,97
2021-11-3,E02000191,332
2021-11-3,E02000192,122
2021-11-3,E02000193,412
2021-11-3,E02000194,60
2021-11-3,E02000195,71
2021-11-3,E02000196,41
2021-11-3,E02000197,31
2021-11-3,E02000198,24
2021-11-3,E02000199,20
2021-11-3,E02000200,74
2021-11-3,E02000201,43
2021-11-3,E02000202,27
2021-11-3,E02000203,82
2021-11-3,E02000204,64
2021-11-3,E02000206,116
2021-11-3,E02000207,64
2021-11-3,E02000208,96
2021-11-3,E02000209,84
2021-11-3,E02000210,22
2021-11-3,E02000211,50
2021-11-3,E02000212,140
2021-11-3,E02000213,136
2021-11-3,E02000214,35
2021-11-3,E02000215,85
2021-11-3,E02000216,35
2021-11-3,E02000217,243
2021-11-3,E02000218,60
2021-11-3,E02000219,183
2021-11-3,E02000221,287
2021-11-3,E02000222,65
2021-11-3,E02000223,26
2021-11-3,E02000224,47
2021-11-3,E02000225,53
2021-11-3,E02000226,138
2021-11-3,E02000227,87
2021-11-3,E02000228,42
2021-11-3,E02000229,135
2021-11-3,E02000230,157
2021-11-3,E02000231,85
2021-11-3,E02000232,42
2021-11-3,E02000233,26
2021-11-3,E02000234,99
2021-11-3,E02000235,33
2021-11-3,E02000236,54
2021-11-3,E02000237,43
2021-11-3,E02000238,58
2021-11-3,E02000239,45
2021-11-3,E02000240,37
2021-11-3,E02000241,57
2021-11-3,E02000242,38
2021-11-3,E02000243,154
2021-11-3,E02000244,94
2021-11-3,E02000245,67
2021-11-3,E02000246,55
2021-11-3,E02000247,71
2021-11-3,E02000248,58
2021-11-3,E02000249,130
2021-11-3,E02000250,36
2021-11-3,E02000251,21
2021-11-3,E02000252,171
2021-11-3,E02000253,27
2021-11-3,E02000254,41
2021-11-3,E02000255,44
2021-11-3,E02000256,61
2021-11-3,E02000258,18
2021-11-3,E02000259,33
2021-11-3,E02000260,169
2021-11-3,E02000261,52
2021-11-3,E02000262,80
2021-11-3,E02000263,51
2021-11-3,E02000264,52
2021-11-3,E02000265,57
2021-11-3,E02000266,144
2021-11-3,E02000267,60
2021-11-3,E02000268,41
2021-11-3,E02000269,55
2021-11-3,E02000270,54
2021-11-3,E02000271,32
2021-11-3,E02000272,48
2021-11-3,E02000275,91
2021-11-3,E02000276,31
2021-11-3,E02000277,37
2021-11-3,E02000278,55
2021-11-3,E02000279,54
2021-11-3,E02000280,77
2021-11-3,E02000281,45
2021-11-3,E02000282,59
2021-11-3,E02000283,49
2021-11-3,E02000284,76
2021-11-3,E02000285,46
2021-11-3,E02000286,61
2021-11-3,E02000287,102
2021-11-3,E02000288,244
2021-11-3,E02000289,18
2021-11-3,E02000290,109
2021-11-3,E02000291,95
2021-11-3,E02000292,61
2021-11-3,E02000293,31
2021-11-3,E02000294,36
2021-11-3,E02000295,53
2021-11-3,E02000296,164
2021-11-3,E02000297,42
2021-11-3,E02000298,74
2021-11-3,E02000299,45
2021-11-3,E02000300,27
2021-11-3,E02000301,32
2021-11-3,E02000302,59
2021-11-3,E02000303,44
2021-11-3,E02000304,33
2021-11-3,E02000305,61
2021-11-3,E02000306,159
2021-11-3,E02000307,34
2021-11-3,E02000308,46
2021-11-3,E02000309,155
2021-11-3,E02000311,42
2021-11-3,E02000312,51
2021-11-3,E02000313,37
2021-11-3,E02000314,164
2021-11-3,E02000315,84
2021-11-3,E02000317,26
2021-11-3,E02000318,85
2021-11-3,E02000319,67
2021-11-3,E02000320,38
2021-11-3,E02000321,28
2021-11-3,E02000323,67
2021-11-3,E02000324,59
2021-11-3,E02000326,25
2021-11-3,E02000327,101
2021-11-3,E02000328,45
2021-11-3,E02000329,37
2021-11-3,E02000331,37
2021-11-3,E02000332,56
2021-11-3,E02000333,54
2021-11-3,E02000334,34
2021-11-3,E02000335,20
2021-11-3,E02000337,44
2021-11-3,E02000339,142
2021-11-3,E02000340,133
2021-11-3,E02000341,77
2021-11-3,E02000342,56
2021-11-3,E02000343,33
2021-11-3,E02000344,44
2021-11-3,E02000345,29
2021-11-3,E02000346,37
2021-11-3,E02000347,9
2021-11-3,E02000348,20
2021-11-3,E02000350,22
2021-11-3,E02000351,21
2021-11-3,E02000352,38
2021-11-3,E02000353,23
2021-11-3,E02000354,26
2021-11-3,E02000355,30
2021-11-3,E02000356,12
2021-11-3,E02000357,20
2021-11-3,E02000358,45
2021-11-3,E02000359,15
2021-11-3,E02000360,39
2021-11-3,E02000361,92
2021-11-3,E02000362,65
2021-11-3,E02000363,53
2021-11-3,E02000364,43
2021-11-3,E02000366,28
2021-11-3,E02000367,70
2021-11-3,E02000368,30
2021-11-3,E02000369,42
2021-11-3,E02000370,41
2021-11-3,E02000372,138
2021-11-3,E02000373,24
2021-11-3,E02000374,27
2021-11-3,E02000375,255
2021-11-3,E02000376,57
2021-11-3,E02000377,24
2021-11-3,E02000378,32
2021-11-3,E02000379,28
2021-11-3,E02000380,27
2021-11-3,E02000381,65
2021-11-3,E02000382,71
2021-11-3,E02000383,118
2021-11-3,E02000384,201
2021-11-3,E02000385,31
2021-11-3,E02000386,38
2021-11-3,E02000387,71
2021-11-3,E02000388,80
2021-11-3,E02000389,24
2021-11-3,E02000390,17
2021-11-3,E02000391,84
2021-11-3,E02000392,61
2021-11-3,E02000393,16
2021-11-3,E02000394,68
2021-11-3,E02000395,53
2021-11-3,E02000396,36
2021-11-3,E02000397,18
2021-11-3,E02000398,75
2021-11-3,E02000400,26
2021-11-3,E02000401,19
2021-11-3,E02000402,12
2021-11-3,E02000403,52
2021-11-3,E02000404,35
2021-11-3,E02000405,64
2021-11-3,E02000406,17
2021-11-3,E02000407,14
2021-11-3,E02000408,37
2021-11-3,E02000409,15
2021-11-3,E02000410,65
2021-11-3,E02000411,50
2021-11-3,E02000412,147
2021-11-3,E02000413,31
2021-11-3,E02000414,13
2021-11-3,E02000415,34
2021-11-3,E02000416,30
2021-11-3,E02000417,67
2021-11-3,E02000418,26
2021-11-3,E02000419,34
2021-11-3,E02000420,28
2021-11-3,E02000421,98
2021-11-3,E02000422,31
2021-11-3,E02000423,13
2021-11-3,E02000424,26
2021-11-3,E02000425,34
2021-11-3,E02000426,114
2021-11-3,E02000427,50
2021-11-3,E02000428,22
2021-11-3,E02000429,31
2021-11-3,E02000430,43
2021-11-3,E02000431,45
2021-11-3,E02000432,15
2021-11-3,E02000433,143
2021-11-3,E02000434,89
2021-11-3,E02000435,51
2021-11-3,E02000436,30
2021-11-3,E02000437,60
2021-11-3,E02000438,118
2021-11-3,E02000439,56
2021-11-3,E02000440,94
2021-11-3,E02000441,45
2021-11-3,E02000442,48
2021-11-3,E02000443,52
2021-11-3,E02000444,73
2021-11-3,E02000445,105
2021-11-3,E02000447,25
2021-11-3,E02000448,89
2021-11-3,E02000449,49
2021-11-3,E02000451,75
2021-11-3,E02000452,79
2021-11-3,E02000453,61
2021-11-3,E02000454,61
2021-11-3,E02000455,227
2021-11-3,E02000456,21
2021-11-3,E02000457,63
2021-11-3,E02000459,99
2021-11-3,E02000460,46
2021-11-3,E02000461,111
2021-11-3,E02000462,75
2021-11-3,E02000463,25
2021-11-3,E02000464,63
2021-11-3,E02000465,124
2021-11-3,E02000466,123
2021-11-3,E02000467,123
2021-11-3,E02000468,113
2021-11-3,E02000469,88
2021-11-3,E02000470,212
2021-11-3,E02000471,79
2021-11-3,E02000472,77
2021-11-3,E02000473,204
2021-11-3,E02000474,122
2021-11-3,E02000475,110
2021-11-3,E02000476,503
2021-11-3,E02000477,54
2021-11-3,E02000478,111
2021-11-3,E02000479,180
2021-11-3,E02000480,192
2021-11-3,E02000481,58
2021-11-3,E02000482,142
2021-11-3,E02000483,187
2021-11-3,E02000484,143
2021-11-3,E02000485,207
2021-11-3,E02000486,104
2021-11-3,E02000487,72
2021-11-3,E02000488,86
2021-11-3,E02000489,48
2021-11-3,E02000490,71
2021-11-3,E02000491,125
2021-11-3,E02000492,72
2021-11-3,E02000493,59
2021-11-3,E02000494,79
2021-11-3,E02000495,165
2021-11-3,E02000496,64
2021-11-3,E02000497,81
2021-11-3,E02000498,54
2021-11-3,E02000499,67
2021-11-3,E02000500,169
2021-11-3,E02000501,62
2021-11-3,E02000502,80
2021-11-3,E02000503,31
2021-11-3,E02000504,89
2021-11-3,E02000506,126
2021-11-3,E02000507,48
2021-11-3,E02000508,323
2021-11-3,E02000509,156
2021-11-3,E02000510,139
2021-11-3,E02000511,66
2021-11-3,E02000512,63
2021-11-3,E02000513,68
2021-11-3,E02000514,82
2021-11-3,E02000515,117
2021-11-3,E02000516,51
2021-11-3,E02000517,30
2021-11-3,E02000518,90
2021-11-3,E02000519,167
2021-11-3,E02000520,212
2021-11-3,E02000521,53
2021-11-3,E02000522,41
2021-11-3,E02000523,133
2021-11-3,E02000524,651
2021-11-3,E02000525,82
2021-11-3,E02000526,56
2021-11-3,E02000529,55
2021-11-3,E02000530,125
2021-11-3,E02000531,102
2021-11-3,E02000532,87
2021-11-3,E02000533,37
2021-11-3,E02000534,168
2021-11-3,E02000535,46
2021-11-3,E02000536,74
2021-11-3,E02000537,48
2021-11-3,E02000538,62
2021-11-3,E02000539,196
2021-11-3,E02000540,93
2021-11-3,E02000541,73
2021-11-3,E02000542,102
2021-11-3,E02000543,174
2021-11-3,E02000544,34
2021-11-3,E02000545,100
2021-11-3,E02000546,49
2021-11-3,E02000547,128
2021-11-3,E02000548,66
2021-11-3,E02000549,98
2021-11-3,E02000550,99
2021-11-3,E02000551,67
2021-11-3,E02000552,39
2021-11-3,E02000553,31
2021-11-3,E02000554,17
2021-11-3,E02000555,27
2021-11-3,E02000556,43
2021-11-3,E02000557,62
2021-11-3,E02000558,38
2021-11-3,E02000559,21
2021-11-3,E02000560,75
2021-11-3,E02000561,15
2021-11-3,E02000562,35
2021-11-3,E02000563,26
2021-11-3,E02000564,71
2021-11-3,E02000565,21
2021-11-3,E02000566,70
2021-11-3,E02000567,17
2021-11-3,E02000568,72
2021-11-3,E02000569,23
2021-11-3,E02000570,35
2021-11-3,E02000571,16
2021-11-3,E02000572,24
2021-11-3,E02000573,104
2021-11-3,E02000574,81
2021-11-3,E02000575,225
2021-11-3,E02000576,170
2021-11-3,E02000577,56
2021-11-3,E02000578,43
2021-11-3,E02000579,30
2021-11-3,E02000580,40
2021-11-3,E02000581,43
2021-11-3,E02000582,54
2021-11-3,E02000583,53
2021-11-3,E02000584,102
2021-11-3,E02000585,59
2021-11-3,E02000586,107
2021-11-3,E02000587,63
2021-11-3,E02000588,212
2021-11-3,E02000589,47
2021-11-3,E02000590,109
2021-11-3,E02000591,47
2021-11-3,E02000592,127
2021-11-3,E02000593,38
2021-11-3,E02000594,95
2021-11-3,E02000595,103
2021-11-3,E02000596,53
2021-11-3,E02000597,44
2021-11-3,E02000598,62
2021-11-3,E02000599,65
2021-11-3,E02000600,95
2021-11-3,E02000601,85
2021-11-3,E02000602,111
2021-11-3,E02000603,84
2021-11-3,E02000604,109
2021-11-3,E02000605,45
2021-11-3,E02000606,384
2021-11-3,E02000607,23
2021-11-3,E02000608,106
2021-11-3,E02000609,82
2021-11-3,E02000610,34
2021-11-3,E02000611,35
2021-11-3,E02000612,36
2021-11-3,E02000613,47
2021-11-3,E02000614,87
2021-11-3,E02000615,118
2021-11-3,E02000616,27
2021-11-3,E02000617,64
2021-11-3,E02000619,27
2021-11-3,E02000620,67
2021-11-3,E02000621,88
2021-11-3,E02000622,43
2021-11-3,E02000623,11
2021-11-3,E02000624,14
2021-11-3,E02000625,50
2021-11-3,E02000626,6
2021-11-3,E02000627,27
2021-11-3,E02000628,110
2021-11-3,E02000629,48
2021-11-3,E02000630,65
2021-11-3,E02000631,128
2021-11-3,E02000632,41
2021-11-3,E02000633,64
2021-11-3,E02000634,48
2021-11-3,E02000635,51
2021-11-3,E02000636,50
2021-11-3,E02000637,29
2021-11-3,E02000638,28
2021-11-3,E02000639,33
2021-11-3,E02000640,28
2021-11-3,E02000641,32
2021-11-3,E02000642,39
2021-11-3,E02000643,34
2021-11-3,E02000644,34
2021-11-3,E02000645,59
2021-11-3,E02000646,78
2021-11-3,E02000647,39
2021-11-3,E02000648,31
2021-11-3,E02000649,111
2021-11-3,E02000650,50
2021-11-3,E02000651,61
2021-11-3,E02000652,31
