day,LAD22CD,activity_count
2021-10-7,E09000005,2396
2021-10-7,E09000006,5265
2021-10-7,E09000007,2845
2021-10-7,E09000008,3989
2021-10-7,E09000009,2820
2021-10-7,E09000010,2553
2021-10-7,E09000011,2959
2021-10-7,E09000012,1211
2021-10-7,E09000013,1652
2021-10-7,E09000014,1648
2021-10-7,E09000015,2222
2021-10-7,E09000016,4332
2021-10-7,E09000017,4230
2021-10-7,E09000018,2755
2021-10-7,E09000019,1541
2021-10-7,E09000020,1668
2021-10-7,E09000021,2080
2021-10-7,E09000022,2161
2021-10-7,E09000023,2093
2021-10-7,E09000024,2102
2021-10-7,E09000025,2473
2021-10-7,E09000026,2813
2021-10-7,E09000027,2301
2021-10-7,E09000028,2812
2021-10-7,E09000029,2697
2021-10-7,E09000030,2116
2021-10-7,E09000031,1905
2021-10-7,E09000032,2706
2021-10-7,E09000033,5035
2021-10-8,E09000001,1190
2021-10-8,E09000002,2350
2021-10-8,E09000003,4325
2021-10-8,E09000004,4237
2021-10-8,E09000005,2665
2021-10-8,E09000006,5713
2021-10-8,E09000007,2844
2021-10-8,E09000008,4225
2021-10-8,E09000009,3054
2021-10-8,E09000010,2792
2021-10-8,E09000011,3427
2021-10-8,E09000012,1354
2021-10-8,E09000013,1851
2021-10-8,E09000014,1863
2021-10-8,E09000015,2505
2021-10-8,E09000016,4826
2021-10-8,E09000017,4447
2021-10-8,E09000018,2795
2021-10-8,E09000019,1571
2021-10-8,E09000020,1805
2021-10-8,E09000021,2203
2021-10-8,E09000022,2486
2021-10-8,E09000023,2310
2021-10-8,E09000024,2369
2021-10-8,E09000025,2691
2021-10-8,E09000026,3046
2021-10-8,E09000027,2756
2021-10-8,E09000028,2790
2021-10-8,E09000029,2809
2021-10-8,E09000030,2132
2021-10-8,E09000031,2127
2021-10-8,E09000032,2966
2021-10-8,E09000033,5128
2021-10-9,E09000001,580
2021-10-9,E09000002,1948
2021-10-9,E09000003,3883
2021-10-9,E09000004,3301
2021-10-9,E09000005,2675
2021-10-9,E09000006,5361
2021-10-9,E09000007,2464
2021-10-9,E09000008,4115
2021-10-9,E09000009,3222
2021-10-9,E09000010,2990
2021-10-9,E09000011,3249
2021-10-9,E09000012,1328
2021-10-9,E09000013,1930
2021-10-9,E09000014,1855
2021-10-9,E09000015,2748
2021-10-9,E09000016,4281
2021-10-9,E09000017,4001
2021-10-9,E09000018,2805
2021-10-9,E09000019,1303
2021-10-9,E09000020,1732
2021-10-9,E09000021,2211
2021-10-9,E09000022,2444
2021-10-9,E09000023,2132
2021-10-9,E09000024,2280
2021-10-9,E09000025,3035
2021-10-9,E09000026,2842
2021-10-9,E09000027,2378
2021-10-9,E09000028,2644
2021-10-9,E09000029,2721
2021-10-9,E09000030,1906
2021-10-9,E09000031,1867
2021-10-9,E09000032,2762
2021-10-9,E09000033,5320
2021-11-1,E09000001,970
2021-11-1,E09000002,2002
2021-11-1,E09000003,3504
2021-11-1,E09000004,2965
2021-11-1,E09000005,2378
2021-11-1,E09000006,4330
2021-11-1,E09000007,2422
2021-11-1,E09000008,3523
2021-11-1,E09000009,2423
2021-11-1,E09000010,2304
2021-11-1,E09000011,2457
2021-11-1,E09000012,985
2021-11-1,E09000013,1564
2021-11-1,E09000014,1351
2021-11-1,E09000015,1839
2021-11-1,E09000016,3605
2021-11-1,E09000017,3554
2021-11-1,E09000018,2255
2021-11-1,E09000019,1194
2021-11-1,E09000020,1474
2021-11-1,E09000021,1499
2021-11-1,E09000022,1821
2021-11-1,E09000023,1814
2021-11-1,E09000024,1769
2021-11-1,E09000025,2505
2021-11-1,E09000026,2457
2021-11-1,E09000027,1669
2021-11-1,E09000028,2207
2021-11-1,E09000029,2107
2021-11-1,E09000030,1744
2021-11-1,E09000031,1709
2021-11-1,E09000032,2331
2021-11-1,E09000033,4230
2021-11-10,E09000001,1436
2021-11-10,E09000002,2087
2021-11-10,E09000003,3778
2021-11-10,E09000004,3504
2021-11-10,E09000005,2376
2021-11-10,E09000006,4776
2021-11-10,E09000007,2576
2021-11-10,E09000008,3816
2021-11-10,E09000009,2464
2021-11-10,E09000010,2468
2021-11-10,E09000011,2811
2021-11-10,E09000012,1131
2021-11-10,E09000013,1562
2021-11-10,E09000014,1567
2021-11-10,E09000015,2100
2021-11-10,E09000016,4006
2021-11-10,E09000017,4089
2021-11-10,E09000018,2483
2021-11-10,E09000019,1316
2021-11-10,E09000020,1503
2021-11-10,E09000021,1826
2021-11-10,E09000022,1999
2021-11-10,E09000023,2021
2021-11-10,E09000024,1994
2021-11-10,E09000025,2450
2021-11-10,E09000026,2696
2021-11-10,E09000027,1966
2021-11-10,E09000028,2468
2021-11-10,E09000029,2630
2021-11-10,E09000030,1925
2021-11-10,E09000031,1847
2021-11-10,E09000032,2625
2021-11-10,E09000033,4792
2021-11-11,E09000001,1550
2021-11-11,E09000002,2085
2021-11-11,E09000003,3840
2021-11-11,E09000004,3771
2021-11-11,E09000005,2431
2021-11-11,E09000006,5115
2021-11-11,E09000007,2764
2021-11-11,E09000008,3788
2021-11-11,E09000009,2675
2021-11-11,E09000010,2543
2021-11-11,E09000011,2789
2021-11-11,E09000012,1164
2021-11-11,E09000013,1679
2021-11-11,E09000014,1689
2021-11-11,E09000015,2119
2021-11-11,E09000016,4211
2021-11-11,E09000017,4169
2021-11-11,E09000018,2662
2021-11-11,E09000019,1402
2021-11-11,E09000020,1620
2021-11-11,E09000021,2018
2021-11-11,E09000022,2237
2021-11-11,E09000023,2029
2021-11-11,E09000024,1921
2021-11-11,E09000025,2487
2021-11-11,E09000026,2757
2021-11-11,E09000027,2067
2021-11-11,E09000028,2725
2021-11-11,E09000029,2705
2021-11-11,E09000030,2044
2021-11-11,E09000031,2117
2021-11-11,E09000032,2773
2021-11-11,E09000033,5127
2021-11-12,E09000001,1117
2021-11-12,E09000002,2229
2021-11-12,E09000003,3994
2021-11-12,E09000004,3915
2021-11-12,E09000005,3121
2021-11-12,E09000006,5269
2021-11-12,E09000007,2716
2021-11-12,E09000008,4252
2021-11-12,E09000009,2816
2021-11-12,E09000010,2710
2021-11-12,E09000011,3096
2021-11-12,E09000012,1179
2021-11-12,E09000013,1679
2021-11-12,E09000014,1726
2021-11-12,E09000015,2347
2021-11-12,E09000016,4487
2021-11-12,E09000017,4337
2021-11-12,E09000018,2638
2021-11-12,E09000019,1381
2021-11-12,E09000020,1822
2021-11-12,E09000021,2115
2021-11-12,E09000022,2283
2021-11-12,E09000023,2132
2021-11-12,E09000024,2260
2021-11-12,E09000025,2652
2021-11-12,E09000026,2983
2021-11-12,E09000027,2453
2021-11-12,E09000028,2815
2021-11-12,E09000029,2823
2021-11-12,E09000030,1968
2021-11-12,E09000031,2019
2021-11-12,E09000032,2912
2021-11-12,E09000033,5192
2021-11-13,E09000001,891
2021-11-13,E09000002,1925
2021-11-13,E09000003,3935
2021-11-13,E09000004,3461
2021-11-13,E09000005,2635
2021-11-13,E09000006,5120
2021-11-13,E09000007,2611
2021-11-13,E09000008,4126
2021-11-13,E09000009,3051
2021-11-13,E09000010,2853
2021-11-13,E09000011,3460
2021-11-13,E09000012,1229
2021-11-13,E09000013,1852
2021-11-13,E09000014,1780
2021-11-13,E09000015,2442
2021-11-13,E09000016,4357
2021-11-13,E09000017,4049
2021-11-13,E09000018,2671
2021-11-13,E09000019,1439
2021-11-13,E09000020,1711
2021-11-13,E09000021,2156
2021-11-13,E09000022,2468
2021-11-13,E09000023,2022
2021-11-13,E09000024,2320
2021-11-13,E09000025,2777
2021-11-13,E09000026,2793
2021-11-13,E09000027,2890
2021-11-13,E09000028,2656
2021-11-13,E09000029,2643
2021-11-13,E09000030,1884
2021-11-13,E09000031,1913
2021-11-13,E09000032,2708
2021-11-13,E09000033,5927
2021-11-14,E09000001,393
2021-11-14,E09000002,1593
2021-11-14,E09000003,3164
2021-11-14,E09000004,2394
2021-11-14,E09000005,2080
2021-11-14,E09000006,3895
2021-11-14,E09000007,1782
2021-11-14,E09000008,3012
2021-11-14,E09000009,2340
2021-11-14,E09000010,2187
2021-11-14,E09000011,2634
2021-11-14,E09000012,880
2021-11-14,E09000013,1308
2021-11-14,E09000014,1354
2021-11-14,E09000015,1795
2021-11-14,E09000016,3357
2021-11-14,E09000017,3176
2021-11-14,E09000018,2033
2021-11-14,E09000019,922
2021-11-14,E09000020,1198
2021-11-14,E09000021,1354
2021-11-14,E09000022,1655
2021-11-14,E09000023,1450
2021-11-14,E09000024,1729
2021-11-14,E09000025,2056
2021-11-14,E09000026,2112
2021-11-14,E09000027,1795
2021-11-14,E09000028,1816
2021-11-14,E09000029,1894
2021-11-14,E09000030,1371
2021-11-14,E09000031,1500
2021-11-14,E09000032,1890
2021-11-14,E09000033,3615
2021-11-15,E09000001,994
2021-11-15,E09000002,2087
2021-11-15,E09000003,3575
2021-11-15,E09000004,3499
2021-11-15,E09000005,2436
2021-11-15,E09000006,4816
2021-11-15,E09000007,2374
2021-11-15,E09000008,3540
2021-11-15,E09000009,2484
2021-11-15,E09000010,2498
2021-11-15,E09000011,2631
2021-11-15,E09000012,1038
2021-11-15,E09000013,1345
2021-11-15,E09000014,1431
2021-11-15,E09000015,1920
2021-11-15,E09000016,3993
2021-11-15,E09000017,3954
2021-11-15,E09000018,2323
2021-11-15,E09000019,1262
2021-11-15,E09000020,1440
2021-11-15,E09000021,1785
2021-11-15,E09000022,1867
2021-11-15,E09000023,1911
2021-11-15,E09000024,1946
2021-11-15,E09000025,2335
2021-11-15,E09000026,2492
2021-11-15,E09000027,1903
2021-11-15,E09000028,2297
2021-11-15,E09000029,2530
2021-11-15,E09000030,1841
2021-11-15,E09000031,1807
2021-11-15,E09000032,2466
2021-11-15,E09000033,4193
2021-11-16,E09000001,1362
2021-11-16,E09000002,2145
2021-11-16,E09000003,3589
2021-11-16,E09000004,3455
2021-11-16,E09000005,2489
2021-11-16,E09000006,4776
2021-11-16,E09000007,2776
2021-11-16,E09000008,3799
2021-11-16,E09000009,2721
2021-11-16,E09000010,2496
2021-11-16,E09000011,2699
2021-11-16,E09000012,1121
2021-11-16,E09000013,1492
2021-11-16,E09000014,1504
2021-11-16,E09000015,2030
2021-11-16,E09000016,4138
2021-11-16,E09000017,4099
2021-11-16,E09000018,2454
2021-11-16,E09000019,1440
2021-11-16,E09000020,1521
2021-11-16,E09000021,1995
2021-11-16,E09000022,2046
2021-11-16,E09000023,2017
2021-11-16,E09000024,1949
2021-11-16,E09000025,2508
2021-11-16,E09000026,2571
2021-11-16,E09000027,1978
2021-11-16,E09000028,2466
2021-11-16,E09000029,2549
2021-11-16,E09000030,2103
2021-11-16,E09000031,1977
2021-11-16,E09000032,2614
2021-11-16,E09000033,4676
2021-11-17,E09000001,1523
2021-11-17,E09000002,2192
2021-11-17,E09000003,3942
2021-11-17,E09000004,3713
2021-11-17,E09000005,2578
2021-11-17,E09000006,4917
2021-11-17,E09000007,2785
2021-11-17,E09000008,3686
2021-11-17,E09000009,2781
2021-11-17,E09000010,2577
2021-11-17,E09000011,2668
2021-11-17,E09000012,1191
2021-11-17,E09000013,1610
2021-11-17,E09000014,1686
2021-11-17,E09000015,2219
2021-11-17,E09000016,4059
2021-11-17,E09000017,4146
2021-11-17,E09000018,2556
2021-11-17,E09000019,1385
2021-11-17,E09000020,1532
2021-11-17,E09000021,1996
2021-11-17,E09000022,2120
2021-11-17,E09000023,2080
2021-11-17,E09000024,2035
2021-11-17,E09000025,2424
2021-11-17,E09000026,2588
2021-11-17,E09000027,1981
2021-11-17,E09000028,2523
2021-11-17,E09000029,2555
2021-11-17,E09000030,2069
2021-11-17,E09000031,1883
2021-11-17,E09000032,2735
2021-11-17,E09000033,5003
2021-11-18,E09000001,1546
2021-11-18,E09000002,2228
2021-11-18,E09000003,3871
2021-11-18,E09000004,3710
2021-11-18,E09000005,2474
2021-11-18,E09000006,5052
2021-11-18,E09000007,2896
2021-11-18,E09000008,3928
2021-11-18,E09000009,2787
2021-11-18,E09000010,2445
2021-11-18,E09000011,2828
2021-11-18,E09000012,1188
2021-11-18,E09000013,1690
2021-11-18,E09000014,1571
2021-11-18,E09000015,2084
2021-11-18,E09000016,4350
2021-11-18,E09000017,4062
2021-11-18,E09000018,2510
2021-11-18,E09000019,1415
2021-11-18,E09000020,1621
2021-11-18,E09000021,2001
2021-11-18,E09000022,2033
2021-11-18,E09000023,2118
2021-11-18,E09000024,2064
2021-11-18,E09000025,2607
2021-11-18,E09000026,2686
2021-11-18,E09000027,2185
2021-11-18,E09000028,2606
2021-11-18,E09000029,2645
2021-11-18,E09000030,2123
2021-11-18,E09000031,1958
2021-11-18,E09000032,2853
2021-11-18,E09000033,5728
2021-11-19,E09000001,1194
2021-11-19,E09000002,2346
2021-11-19,E09000003,4026
2021-11-19,E09000004,4003
2021-11-19,E09000005,2573
2021-11-19,E09000006,5394
2021-11-19,E09000007,2966
2021-11-19,E09000008,4247
2021-11-19,E09000009,3288
2021-11-19,E09000010,2802
2021-11-19,E09000011,3364
2021-11-19,E09000012,1262
2021-11-19,E09000013,1945
2021-11-19,E09000014,1791
2021-11-19,E09000015,2449
2021-11-19,E09000016,4608
2021-11-19,E09000017,4706
2021-11-19,E09000018,2827
2021-11-19,E09000019,1475
2021-11-19,E09000020,1883
2021-11-19,E09000021,2117
2021-11-19,E09000022,2258
2021-11-19,E09000023,2233
2021-11-19,E09000024,2213
2021-11-19,E09000025,2758
2021-11-19,E09000026,3010
2021-11-19,E09000027,2460
2021-11-19,E09000028,2870
2021-11-19,E09000029,2890
2021-11-19,E09000030,2145
2021-11-19,E09000031,2154
2021-11-19,E09000032,3096
2021-11-19,E09000033,5782
2021-11-2,E09000001,1367
2021-11-2,E09000002,2093
2021-11-2,E09000003,3524
2021-11-2,E09000004,3145
2021-11-2,E09000005,2469
2021-11-2,E09000006,4709
2021-11-2,E09000007,2684
2021-11-2,E09000008,3493
2021-11-2,E09000009,2485
2021-11-2,E09000010,2501
2021-11-2,E09000011,2576
2021-11-2,E09000012,1106
2021-11-2,E09000013,1487
2021-11-2,E09000014,1527
2021-11-2,E09000015,2004
2021-11-2,E09000016,3874
2021-11-2,E09000017,3770
2021-11-2,E09000018,2433
2021-11-2,E09000019,1305
2021-11-2,E09000020,1487
2021-11-2,E09000021,1618
2021-11-2,E09000022,1925
2021-11-2,E09000023,1899
2021-11-2,E09000024,1963
2021-11-2,E09000025,2468
2021-11-2,E09000026,2609
2021-11-2,E09000027,1847
2021-11-2,E09000028,2326
2021-11-2,E09000029,2209
2021-11-2,E09000030,1942
2021-11-2,E09000031,1742
2021-11-2,E09000032,2470
2021-11-2,E09000033,4549
2021-11-20,E09000001,659
2021-11-20,E09000002,1991
2021-11-20,E09000003,3775
2021-11-20,E09000004,3274
2021-11-20,E09000005,2806
2021-11-20,E09000006,5429
2021-11-20,E09000007,2685
2021-11-20,E09000008,4185
2021-11-20,E09000009,3055
2021-11-20,E09000010,3019
2021-11-20,E09000011,3617
2021-11-20,E09000012,1357
2021-11-20,E09000013,2168
2021-11-20,E09000014,1744
2021-11-20,E09000015,2456
2021-11-20,E09000016,4446
2021-11-20,E09000017,4072
2021-11-20,E09000018,2680
2021-11-20,E09000019,1286
2021-11-20,E09000020,1867
2021-11-20,E09000021,2132
2021-11-20,E09000022,2463
2021-11-20,E09000023,2041
2021-11-20,E09000024,2182
2021-11-20,E09000025,2874
2021-11-20,E09000026,2688
2021-11-20,E09000027,2991
2021-11-20,E09000028,2526
2021-11-20,E09000029,2583
2021-11-20,E09000030,2083
2021-11-20,E09000031,2054
2021-11-20,E09000032,2664
2021-11-20,E09000033,6381
2021-11-21,E09000001,388
2021-11-21,E09000002,1448
2021-11-21,E09000003,3071
2021-11-21,E09000004,2343
2021-11-21,E09000005,2063
2021-11-21,E09000006,3941
2021-11-21,E09000007,1711
2021-11-21,E09000008,2773
2021-11-21,E09000009,2353
2021-11-21,E09000010,2294
2021-11-21,E09000011,2634
2021-11-21,E09000012,844
2021-11-21,E09000013,1366
2021-11-21,E09000014,1769
2021-11-21,E09000015,1705
2021-11-21,E09000016,3146
2021-11-21,E09000017,3199
2021-11-21,E09000018,2126
2021-11-21,E09000019,831
2021-11-21,E09000020,1282
2021-11-21,E09000021,1527
2021-11-21,E09000022,1729
2021-11-21,E09000023,1366
2021-11-21,E09000024,1654
2021-11-21,E09000025,2086
2021-11-21,E09000026,2026
2021-11-21,E09000027,1715
2021-11-21,E09000028,1860
2021-11-21,E09000029,1804
2021-11-21,E09000030,1388
2021-11-21,E09000031,1438
2021-11-21,E09000032,1882
2021-11-21,E09000033,4215
2021-11-22,E09000001,1078
2021-11-22,E09000002,2101
2021-11-22,E09000003,3658
2021-11-22,E09000004,3423
2021-11-22,E09000005,2386
2021-11-22,E09000006,4860
2021-11-22,E09000007,2432
2021-11-22,E09000008,3625
2021-11-22,E09000009,2580
2021-11-22,E09000010,2453
2021-11-22,E09000011,2719
2021-11-22,E09000012,1083
2021-11-22,E09000013,1427
2021-11-22,E09000014,1443
2021-11-22,E09000015,2078
2021-11-22,E09000016,3878
2021-11-22,E09000017,4090
2021-11-22,E09000018,2481
2021-11-22,E09000019,1218
2021-11-22,E09000020,1390
2021-11-22,E09000021,1736
2021-11-22,E09000022,1892
2021-11-22,E09000023,1931
2021-11-22,E09000024,1914
2021-11-22,E09000025,2299
2021-11-22,E09000026,2505
2021-11-22,E09000027,1856
2021-11-22,E09000028,2247
2021-11-22,E09000029,2468
2021-11-22,E09000030,1834
2021-11-22,E09000031,1846
2021-11-22,E09000032,2481
2021-11-22,E09000033,4387
2021-11-23,E09000001,1340
2021-11-23,E09000002,2073
2021-11-23,E09000003,3599
2021-11-23,E09000004,3580
2021-11-23,E09000005,2490
2021-11-23,E09000006,4724
2021-11-23,E09000007,2725
2021-11-23,E09000008,3786
2021-11-23,E09000009,2757
2021-11-23,E09000010,2436
2021-11-23,E09000011,2772
2021-11-23,E09000012,1121
2021-11-23,E09000013,1820
2021-11-23,E09000014,1525
2021-11-23,E09000015,2030
2021-11-23,E09000016,3968
2021-11-23,E09000017,4021
2021-11-23,E09000018,2530
2021-11-23,E09000019,1391
2021-11-23,E09000020,1622
2021-11-23,E09000021,1822
2021-11-23,E09000022,1998
2021-11-23,E09000023,2011
2021-11-23,E09000024,2038
2021-11-23,E09000025,2524
2021-11-23,E09000026,2589
2021-11-23,E09000027,2042
2021-11-23,E09000028,2465
2021-11-23,E09000029,2490
2021-11-23,E09000030,1942
2021-11-23,E09000031,1945
2021-11-23,E09000032,2727
2021-11-23,E09000033,5086
2021-11-24,E09000001,1419
2021-11-24,E09000002,2082
2021-11-24,E09000003,3778
2021-11-24,E09000004,3493
2021-11-24,E09000005,2514
2021-11-24,E09000006,4849
2021-11-24,E09000007,2784
2021-11-24,E09000008,3697
2021-11-24,E09000009,2717
2021-11-24,E09000010,2636
2021-11-24,E09000011,2693
2021-11-24,E09000012,1150
2021-11-24,E09000013,1858
2021-11-24,E09000014,1589
2021-11-24,E09000015,2160
2021-11-24,E09000016,4093
2021-11-24,E09000017,3947
2021-11-24,E09000018,2481
2021-11-24,E09000019,1483
2021-11-24,E09000020,1701
2021-11-24,E09000021,1900
2021-11-24,E09000022,2053
2021-11-24,E09000023,2074
2021-11-24,E09000024,2021
2021-11-24,E09000025,2641
2021-11-24,E09000026,2769
2021-11-24,E09000027,2072
2021-11-24,E09000028,2537
2021-11-24,E09000029,2555
2021-11-24,E09000030,1949
2021-11-24,E09000031,1849
2021-11-24,E09000032,2593
2021-11-24,E09000033,5253
2021-11-25,E09000001,1599
2021-11-25,E09000002,2108
2021-11-25,E09000003,3910
2021-11-25,E09000004,3648
2021-11-25,E09000005,2604
2021-11-25,E09000006,5041
2021-11-25,E09000007,3081
2021-11-25,E09000008,3876
2021-11-25,E09000009,2840
2021-11-25,E09000010,2473
2021-11-25,E09000011,2702
2021-11-25,E09000012,1229
2021-11-25,E09000013,1763
2021-11-25,E09000014,1645
2021-11-25,E09000015,2196
2021-11-25,E09000016,4146
2021-11-25,E09000017,4098
2021-11-25,E09000018,2598
2021-11-25,E09000019,1461
2021-11-25,E09000020,1765
2021-11-25,E09000021,2055
2021-11-25,E09000022,2110
2021-11-25,E09000023,1916
2021-11-25,E09000024,2078
2021-11-25,E09000025,2617
2021-11-25,E09000026,2810
2021-11-25,E09000027,2207
2021-11-25,E09000028,2632
2021-11-25,E09000029,2715
2021-11-25,E09000030,2104
2021-11-25,E09000031,1925
2021-11-25,E09000032,2743
2021-11-25,E09000033,5712
2021-11-26,E09000001,1104
2021-11-26,E09000002,2176
2021-11-26,E09000003,4066
2021-11-26,E09000004,3990
2021-11-26,E09000005,2819
2021-11-26,E09000006,5386
2021-11-26,E09000007,2923
2021-11-26,E09000008,4306
2021-11-26,E09000009,2991
2021-11-26,E09000010,2733
2021-11-26,E09000011,3191
2021-11-26,E09000012,1140
2021-11-26,E09000013,2139
2021-11-26,E09000014,1673
2021-11-26,E09000015,2319
2021-11-26,E09000016,4587
2021-11-26,E09000017,4346
2021-11-26,E09000018,2540
2021-11-26,E09000019,1374
2021-11-26,E09000020,1970
2021-11-26,E09000021,2257
2021-11-26,E09000022,2275
2021-11-26,E09000023,2114
2021-11-26,E09000024,2248
2021-11-26,E09000025,2841
2021-11-26,E09000026,2808
2021-11-26,E09000027,2296
2021-11-26,E09000028,2846
2021-11-26,E09000029,2832
2021-11-26,E09000030,2121
2021-11-26,E09000031,1977
2021-11-26,E09000032,2928
2021-11-26,E09000033,6130
2021-11-27,E09000001,633
2021-11-27,E09000002,1897
2021-11-27,E09000003,3688
2021-11-27,E09000004,3402
2021-11-27,E09000005,2514
2021-11-27,E09000006,5206
2021-11-27,E09000007,2386
2021-11-27,E09000008,4440
2021-11-27,E09000009,2935
2021-11-27,E09000010,2716
2021-11-27,E09000011,3136
2021-11-27,E09000012,1274
2021-11-27,E09000013,2084
2021-11-27,E09000014,1619
2021-11-27,E09000015,2335
2021-11-27,E09000016,4018
2021-11-27,E09000017,3845
2021-11-27,E09000018,2594
2021-11-27,E09000019,1612
2021-11-27,E09000020,1803
2021-11-27,E09000021,2212
2021-11-27,E09000022,2291
2021-11-27,E09000023,2057
2021-11-27,E09000024,2313
2021-11-27,E09000025,2687
2021-11-27,E09000026,2602
2021-11-27,E09000027,2452
2021-11-27,E09000028,2473
2021-11-27,E09000029,2599
2021-11-27,E09000030,1761
2021-11-27,E09000031,1864
2021-11-27,E09000032,2653
2021-11-27,E09000033,5963
2021-11-28,E09000001,386
2021-11-28,E09000002,1452
2021-11-28,E09000003,3134
2021-11-28,E09000004,2353
2021-11-28,E09000005,2125
2021-11-28,E09000006,3949
2021-11-28,E09000007,1769
2021-11-28,E09000008,2924
2021-11-28,E09000009,2355
2021-11-28,E09000010,2064
2021-11-28,E09000011,2769
2021-11-28,E09000012,914
2021-11-28,E09000013,1681
2021-11-28,E09000014,1345
2021-11-28,E09000015,1847
2021-11-28,E09000016,3037
2021-11-28,E09000017,3099
2021-11-28,E09000018,2306
2021-11-28,E09000019,916
2021-11-28,E09000020,1322
2021-11-28,E09000021,1497
2021-11-28,E09000022,1662
2021-11-28,E09000023,1483
2021-11-28,E09000024,1695
2021-11-28,E09000025,2148
2021-11-28,E09000026,2180
2021-11-28,E09000027,1525
2021-11-28,E09000028,1867
2021-11-28,E09000029,1861
2021-11-28,E09000030,1407
2021-11-28,E09000031,1350
2021-11-28,E09000032,1773
2021-11-28,E09000033,4251
2021-11-29,E09000001,1048
2021-11-29,E09000002,1977
2021-11-29,E09000003,3760
2021-11-29,E09000004,3414
2021-11-29,E09000005,2313
2021-11-29,E09000006,4750
2021-11-29,E09000007,2507
2021-11-29,E09000008,3550
2021-11-29,E09000009,2506
2021-11-29,E09000010,2345
2021-11-29,E09000011,2590
2021-11-29,E09000012,959
2021-11-29,E09000013,1539
2021-11-29,E09000014,1494
2021-11-29,E09000015,1951
2021-11-29,E09000016,3891
2021-11-29,E09000017,3987
2021-11-29,E09000018,2406
2021-11-29,E09000019,1176
2021-11-29,E09000020,1394
2021-11-29,E09000021,1965
2021-11-29,E09000022,1775
2021-11-29,E09000023,1915
2021-11-29,E09000024,1859
2021-11-29,E09000025,2453
2021-11-29,E09000026,2459
2021-11-29,E09000027,1812
2021-11-29,E09000028,2249
2021-11-29,E09000029,2429
2021-11-29,E09000030,1740
2021-11-29,E09000031,1730
2021-11-29,E09000032,2422
2021-11-29,E09000033,4394
2021-11-3,E09000001,1430
2021-11-3,E09000002,2119
2021-11-3,E09000003,3794
2021-11-3,E09000004,3072
2021-11-3,E09000005,2488
2021-11-3,E09000006,4525
2021-11-3,E09000007,2602
2021-11-3,E09000008,3583
2021-11-3,E09000009,2644
2021-11-3,E09000010,2460
2021-11-3,E09000011,2656
2021-11-3,E09000012,1210
2021-11-3,E09000013,1646
2021-11-3,E09000014,1536
2021-11-3,E09000015,2204
2021-11-3,E09000016,3852
2021-11-3,E09000017,3876
2021-11-3,E09000018,2483
2021-11-3,E09000019,1288
2021-11-3,E09000020,1525
2021-11-3,E09000021,1699
2021-11-3,E09000022,2045
2021-11-3,E09000023,1960
2021-11-3,E09000024,1904
2021-11-3,E09000025,2418
2021-11-3,E09000026,2656
2021-11-3,E09000027,1935
2021-11-3,E09000028,2375
2021-11-3,E09000029,2243
2021-11-3,E09000030,1904
2021-11-3,E09000031,1784
2021-11-3,E09000032,2556
2021-11-3,E09000033,4910
2021-11-30,E09000001,1338
2021-11-30,E09000002,2020
2021-11-30,E09000003,3772
2021-11-30,E09000004,3617
2021-11-30,E09000005,2460
2021-11-30,E09000006,4819
2021-11-30,E09000007,2711
2021-11-30,E09000008,3741
2021-11-30,E09000009,2657
2021-11-30,E09000010,2514
2021-11-30,E09000011,2816
2021-11-30,E09000012,1092
2021-11-30,E09000013,1506
2021-11-30,E09000014,1545
2021-11-30,E09000015,2068
2021-11-30,E09000016,4025
2021-11-30,E09000017,3998
2021-11-30,E09000018,2481
2021-11-30,E09000019,1375
2021-11-30,E09000020,1698
2021-11-30,E09000021,1873
2021-11-30,E09000022,2115
2021-11-30,E09000023,1978
2021-11-30,E09000024,1884
2021-11-30,E09000025,2410
2021-11-30,E09000026,2551
2021-11-30,E09000027,2031
2021-11-30,E09000028,2566
2021-11-30,E09000029,2564
2021-11-30,E09000030,1868
2021-11-30,E09000031,1868
2021-11-30,E09000032,2578
2021-11-30,E09000033,4961
2021-11-4,E09000001,1473
2021-11-4,E09000002,2093
2021-11-4,E09000003,3718
2021-11-4,E09000004,3290
2021-11-4,E09000005,2557
2021-11-4,E09000006,4856
2021-11-4,E09000007,2805
2021-11-4,E09000008,3692
2021-11-4,E09000009,2902
2021-11-4,E09000010,2501
2021-11-4,E09000011,2811
2021-11-4,E09000012,1150
2021-11-4,E09000013,1694
2021-11-4,E09000014,1908
2021-11-4,E09000015,2215
2021-11-4,E09000016,3937
2021-11-4,E09000017,3901
2021-11-4,E09000018,2681
2021-11-4,E09000019,1459
2021-11-4,E09000020,1581
2021-11-4,E09000021,1730
2021-11-4,E09000022,1962
2021-11-4,E09000023,1897
2021-11-4,E09000024,1975
2021-11-4,E09000025,2405
2021-11-4,E09000026,2760
2021-11-4,E09000027,1903
2021-11-4,E09000028,2542
2021-11-4,E09000029,2303
2021-11-4,E09000030,1985
2021-11-4,E09000031,1800
2021-11-4,E09000032,2628
2021-11-4,E09000033,4916
2021-11-5,E09000001,1058
2021-11-5,E09000002,2322
2021-11-5,E09000003,4145
2021-11-5,E09000004,3643
2021-11-5,E09000005,3265
2021-11-5,E09000006,5775
2021-11-5,E09000007,2972
2021-11-5,E09000008,4027
2021-11-5,E09000009,2868
2021-11-5,E09000010,2735
2021-11-5,E09000011,3179
2021-11-5,E09000012,1215
2021-11-5,E09000013,1854
